#LUME VERSION, 0.54
#2848 point's captured data set in LUME at: 1/11/2020 : 4:19:13 pm
frame,x,y,z,int
4197,18312,9521,3.8225,730.27
4197,20464,4106.8,-163.09,1364.5
4197,20465,4106.6,-178.43,1408.5
4199,19599,6544.3,132.2,2338.4
4200,19607,6526.5,188.58,1534.3
4202,19577,6580.6,167.02,7114.5
4205,19582,6567,114.72,10271
4208,19604,6556.9,88.134,2260.7
4209,19612,6519.2,71.546,904.01
4222,18726,8522.6,-28.531,1520
4223,18798,8556.5,56.814,8483.9
4227,18800,8562.2,63.509,7150.6
4237,19754,5993.2,201.78,591.91
4238,19769,6024.4,175.56,2344.8
4253,20504,3939.4,-163.29,1420.8
4254,20533,3937,-137.47,1423.2
4267,20035,5233.7,-24.854,1720.4
4268,20066,5223.2,13.656,2131.4
4286,18671,8744,58.986,1748.8
4293,20259,4655.7,-18.03,752.21
4294,20233,4646.6,-22.407,1299.7
4298,18800,8465.5,75.966,4306
4302,18793,8533.5,95.375,2672.8
4305,18131,9874.2,-20.011,4186.5
4324,18209,9727.5,73.415,872.63
4326,17929,10116,-92.129,500.52
4327,18114,10275,-26.68,936.26
4343,19495,6771.4,42.24,354.14
4347,18843,8508.8,113.82,1227.9
4354,19129,7786.1,79.391,3553.5
4368,19727,6113.8,149.51,4386.2
4370,19707,6126.5,144.99,868.73
4380,19348,7262.9,94.878,1785.3
4384,18077,9998.6,2.0266,539.63
4385,18097,10002,1.0968,1337
4399,18166,9801,6.5124,3594.7
4412,19065,7832.7,-15.999,182.12
4413,19108,7791.4,47.251,561
4426,18291,9575.5,22.653,2498.6
4430,19835,5625.3,41.154,423.24
4435,18072,10090,-13.128,5276.7
4455,18007,10231,3.715,9230.1
4459,18008,10225,11.429,9061.6
4463,18010,10226,-5.1645,4389.8
4499,18329,9249.7,198.38,7505.4
4502,18324,9205.2,190.92,582.36
4502,20212,5156.3,-32.442,307.53
4503,17994,10641,-70.754,3024.8
4506,18511,9161.8,83.886,5005.1
4521,20202,4864.5,85.279,923.06
4540,18146,9798.9,1.1313,1894.8
4549,18309,9643.5,18.927,1656.1
4563,18922,8294.3,77.106,10853
4567,18917,8295.1,79.661,9693.7
4571,19529,6638,20.046,216.66
4573,18020,10152,-92.236,2402.4
4582,18096,10262,-173.37,4832.9
4584,18067,10267,-177.18,1321.3
4602,18292,9564.4,62.986,530.83
4604,20051,5314.9,25.371,6175.3
4609,19003,7879.1,-34.097,1544.4
4609,19568,6926.6,85.924,2657.2
4609,19576,6925.4,45.982,3116.1
4610,18970,7880.5,-117.33,6867.3
4612,19920,5660.7,87.561,1535.2
4630,20011,5393.4,25.173,819.49
4630,18008,10059,-5.6253,2008.3
4653,18616,8857.4,69.81,2879.3
4673,18904,8330,88.07,6216.1
4684,18222,9762,74.376,5871.1
4686,18225,9754.4,45.062,8048.8
4689,18211,9735.8,31.813,250.51
4692,19335,7308.1,84.822,451.2
4693,19294,7345.7,102.38,383.64
4697,19307,7330.8,139.42,793.83
4698,19327,7293.9,76.44,5843.7
4702,19331,7305.4,102.88,3131.2
4703,18029,10190,-145.53,5018
4704,19310,7318.1,111.58,2591.4
4705,17988,10202,-70.935,641.54
4706,19328,7309.2,64.171,5606.3
4710,19333,7273.2,234.04,1711.6
4712,19317,7314.8,124.71,1448
4712,19326,7319.3,92.664,6383
4716,19327,7312.9,99.715,2611.9
4718,19313,7313.6,60.396,1209
4728,19310,7288.9,19.448,299.15
4733,19287,7308.1,26.628,391.75
4734,19319,7309.9,42.998,228.46
4735,19272,7359.1,55.443,321.81
4736,19271,7281,-17.499,316.99
4743,19304,7286.1,58.457,262.02
4744,19329,7340.8,-0.45772,647.28
4749,20057,5330.1,-12.686,911.33
4750,20080,5291.2,-22.099,551.85
4759,20096,5087.8,-13.725,1083.5
4760,20102,5105.4,-34.457,6090.4
4762,19326,7320.8,27.787,550.65
4763,18621,8838.3,91.524,1928.8
4763,19334,7293,53.191,706.41
4764,18623,8864.2,13.599,565.44
4775,18734,8590.4,72.351,2407.6
4779,19294,7339.6,87.58,779.78
4794,20592,3854.2,-198.34,835.47
4795,20541,3863.5,-187.08,2801.6
4797,20564,3873,-171.23,2475.1
4799,20541,3873.5,-158.45,887.26
4800,19394,7105.5,84.246,996.54
4803,18629,8841.7,58.196,6997.7
4807,18609,8847,64.759,1462.7
4809,18248,9620.1,22.009,7777.2
4861,19594,6570.8,56.975,666.71
4862,19574,6596.7,135.48,1458.9
4919,19291,7346.5,130.01,3753.1
4946,20366,4293,-231.51,1595.2
4956,19328,7288.1,87.581,1055.2
4959,19252,7249.3,116.93,4407.4
4960,19236,7228.7,57.781,1129
4995,18108,9961.8,34.273,2817.5
4996,18095,9931.5,89.757,439.83
4997,19552,6624.2,100.55,4797
5001,19552,6624.1,143.13,1572.4
5005,19022,8040.7,163.12,1323.3
5007,19920,5714.8,46.782,3446.5
5042,20195,4840.5,-24.713,5239.9
5044,20172,4846.9,-22.827,1769.3
5054,18003,10095,19.711,2049.3
5055,18021,10095,-99.846,766.71
5074,19844,5974.5,90.719,1598.3
5075,19837,5950.5,74.861,4543.4
5088,19513,6730.7,81.089,2599.5
5090,19528,6717.1,36.998,684.96
5106,19910,5495.8,41.502,730.84
5107,19930,5496.1,-8.4313,1887.5
5108,19911,5535,37.039,585.63
5134,18850,8436,143.11,734.02
5140,19323,7276.9,55.698,835.04
5146,17900,10331,-24.284,11336
5158,19760,6021.3,103.36,8762.3
5162,19763,6013.9,95.887,1836.3
5184,18163,9858.8,13.981,1430.8
5190,18649,8848.5,26.734,6914.5
5194,19475,6792.4,65.947,328.05
5201,18082,10297,-59.195,377.51
5215,18531,8957.3,-44.654,407.19
5225,20497,4016.6,-140.05,1098.7
5253,19256,7328.5,132.53,583.23
5254,19274,7313.4,71.679,11885
5259,19133,7717.3,107.86,5552.5
5269,19076,7992,131.17,997.51
5270,19283,7296.7,65.885,924.52
5275,19265,7332.4,84.998,4252.8
5286,18506,9170,109.83,4469.8
5288,18510,9152.9,118.48,8619.4
5289,19463,7020.2,143.26,1823.3
5292,19284,7295.1,71.966,1373
5293,19270,7317.1,87.349,3309.6
5304,18699,8726.9,37.738,3016.9
5316,19468,6949.1,82.724,760.35
5352,19317,7290.5,100.69,1332.1
5353,19319,7314.7,72.807,1345.4
5355,19265,7284.3,178.58,565.39
5382,19106,7848.6,66.198,1532.4
5383,19093,7825.1,66.277,1035.3
5403,20189,5133.3,-40.952,6459.1
5407,20183,5135.4,-37.34,3887.7
5440,19813,5936.6,23.53,560.56
5441,18878,8329.6,71.214,1688.6
5456,19546,6743.5,82.015,11624
5459,19873,5641,27.863,4908.5
5460,19545,6732,74.858,8270.5
5463,19546,6744.4,68.37,6960.9
5479,19623,6391.6,121.58,1535.1
5480,19603,6353.8,143.53,406.43
5483,19262,7309.5,119.4,13791
5487,19262,7316.5,127.14,12465
5527,20208,5184.3,-29.808,3943.5
5528,19031,8006.2,53.253,746.29
5528,20557,3838.9,-118.4,913.47
5531,19461,7020.9,112.24,667.25
5532,19438,7032,122.46,1447.7
5533,19079,7838.6,157.93,2457.4
5546,19668,6737.4,63.849,1083.7
5548,18469,9197.9,17.479,282.17
5549,18766,8609,95.873,2110
5549,20230,4577.1,-64.407,742.24
5562,19275,7309.5,128.43,3484.2
5570,18294,9589.9,22.534,628.93
5573,19555,6665.2,112.36,5474.7
5576,18179,9829.8,12.985,1498.4
5577,18195,9820.6,-22.642,6304.4
5594,19892,5774.3,117.73,323.69
5617,19837,5800.4,52.315,285.6
5617,19191,7667.4,107.87,3660.5
5618,19833,5844.6,89.416,3780.3
5619,18310,9630.7,33.395,7555.8
5634,18793,8504.5,91.438,9073.2
5636,19909,5807.7,42.704,256.99
5638,18790,8515.9,119.88,1581.1
5648,19209,7329.3,97.562,470.1
5649,19219,7309.8,122.08,12096
5653,19226,7307.8,121.66,3008.3
5653,19224,7314.9,121.63,12159
5657,19217,7310.8,139.78,8611.7
5659,19217,7327.5,96.426,2784.9
5659,19888,5806.9,37.404,400.08
5661,19224,7303.6,137.61,2732.4
5675,19089,7930.7,52.841,501.17
5694,19064,7950.2,88.869,6924.6
5697,20110,5236.8,-14.451,1426.7
5698,19051,7956.4,80.91,1273.2
5698,20081,5232.7,-7.3395,367.97
5700,20097,5215.3,-13.237,7075.4
5704,20096,5216.2,1.4745,3792.4
5711,18473,9249,42.533,588.48
5713,18236,9682.8,19.218,9989.3
5716,19988,5531.5,67.347,2097.8
5717,18231,9687.7,5.9764,4011
5733,19880,5741.6,89.073,340.21
5749,18285,9643.8,-1.6231,2004.9
5761,19970,5434.9,10.581,1501.2
5762,19910,5457.3,4.3945,414.71
5765,19910,5782.2,72.301,276.99
5768,19879,5742.3,32.886,217.78
5769,20210,4685.7,-56.864,1463.5
5770,20161,4709.8,-130.63,490.68
5771,19178,7198.2,199.1,4771.6
5784,19316,7181.6,127.61,2322
5790,18376,9345.8,55.236,725.63
5791,18398,9334.1,25.676,2047.1
5794,17908,10348,-35.752,904.01
5796,20024,5492.4,55.348,899.33
5799,19192,7378.1,85.583,1528.9
5805,19323,7188.4,54.512,848.71
5818,19495,6925.5,109.26,700.82
5820,18146,9942.1,14.32,7197.1
5824,18160,9917,35.645,4681.2
5827,18156,9937.2,14.658,2051.4
5835,19765,5951.8,67.88,7580.1
5839,19774,5958.4,75.177,5708.7
5843,19775,5959.7,88.836,6616.5
5844,19773,5986.7,102.96,2134
5845,19217,7393.9,51.094,1279.3
5848,19767,5996,195.82,1655.7
5848,19758,5998.5,169.6,5774.7
5850,19771,5963.8,85.423,5476.3
5851,19788,5975.2,51.554,2069.9
5854,19778,5959.3,86.491,6176.8
5859,20356,4258.8,-104.49,1259.4
5859,19982,5500,65.607,7647.4
5862,19966,5497.9,35.983,1909
5877,19252,7429.7,70.748,1144.6
5879,18292,9521.8,36.436,6214
5889,18125,9845.1,-7.4955,15050
5893,18123,9849.2,17.998,2713.2
5910,19279,7197.8,85.094,344.66
5920,19681,6648.7,113.71,1121
5920,19683,6647,58.148,995.16
5923,19348,7233.9,82.625,6669.2
5926,19348,7183.7,125.76,700.41
5940,20598,3793.9,-261.55,654.43
5941,20627,3793.3,-157.81,1750
5943,20628,3763.1,-196.92,669.71
5948,18481,9114.1,26.347,2027.3
5952,18057,10108,0.080735,8109.3
5958,18200,9830.7,-35.394,3709.5
5970,20559,3904.6,-160.34,628.97
5972,18616,8967.9,131.68,1421.1
5973,18619,8946.4,151.7,1500.9
5987,19053,8020.7,118.97,1695
5987,20251,4611.5,-96.233,590.6
5991,18906,8316.4,78.742,666.84
5992,18917,8300,86.854,14373
5996,18919,8294.4,75.852,14485
6000,18917,8296.6,73.998,14203
6004,18921,8303.5,76.513,4476.1
6007,19282,7194.8,47.065,573.47
6008,19322,7173.2,35.829,2725.9
6024,19985,5428.8,39.555,1867.1
6045,19649,6341.7,134.92,2019.9
6046,20116,5051.9,-32.492,1226.1
6047,20107,5081.1,-71.12,1175
6051,18872,8393.2,107.19,8622.7
6055,19606,6491.2,109.87,1532.3
6055,18878,8378.9,145.19,3630.5
6056,19612,6471.4,122.89,1655
6057,18544,9095.9,89.66,4668
6061,20192,4816.3,-78.079,769.97
6079,18003,10173,-26.068,1370.2
6080,18003,10195,25.112,1389.9
6091,18749,8633.1,58.486,233.97
6092,18764,8611.7,35.8,3095.3
6093,18247,9615.5,10.662,495.1
6094,18816,8496.1,202.2,7049.8
6097,18746,8615.7,66.657,1722.1
6098,18760,8587.7,81.536,929.66
6101,20574,3731.6,-211.5,3442.2
6117,18647,8789.7,90.392,2533.6
6117,20096,5215.4,-6.2472,1566.1
6118,18659,8762.8,95.783,1748.5
6128,17892,10600,-89.645,6722.8
6133,18255,9562.7,-20.905,668.48
6134,18282,9593.5,-1.4088,2888.5
6135,18296,9539.7,80.222,3164.5
6136,18358,9412.3,141.15,3306.6
6146,20170,4998.3,-42.684,2199.9
6173,19913,5722.5,48.901,2694.5
6187,19785,5924.4,65.397,2756.8
6189,19793,5948,70.119,3110.7
6191,19796,5925.8,68.617,5814
6196,19806,5927.7,73.543,3219.9
6197,19795,5912.2,80.889,7395.4
6201,19798,5917,68.026,6209.8
6219,17880,10681,-74.294,6258.7
6220,17860,10665,-56.839,4354.6
6237,19429,6902.4,96.858,3175.1
6253,18076,10251,-39.791,1209.8
6254,18045,10223,-144.84,2154.9
6254,18047,10221,-176.1,2260.9
6255,20154,5244.4,-89.389,902.86
6256,20179,5256.7,-40.621,1667.3
6289,20192,5128.2,-4.439,482.53
6290,19324,7175.3,94.941,2710.4
6295,18214,9764.3,11.772,433.31
6321,20574,3919,-139.59,1171.4
6322,20560,3891.1,-145.1,2673.5
6342,17969,10253,-5.0329,29981
6346,17974,10255,17.116,9231
6347,18000,10241,-50.846,22298
6350,17976,10255,1.6686,9937.1
6371,20058,5148,-87.568,1423.6
6372,20046,5121.2,-50.907,5948.6
6420,18121,9879.9,-4.3816,8357.4
6423,18137,9873,12.983,2135.1
6432,19305,7356.2,74.547,4031.6
6452,17977,10275,-4.3379,8050.4
6497,18843,8507.6,79.993,2578.5
6506,18556,9040.7,96.806,1408.5
6516,20061,5367.2,34.046,869.36
6527,19802,6004.9,95.762,1389
6528,19825,6070.8,120.49,2075
6530,18699,8676.9,180.22,3377.2
6535,20311,4019.4,-115.71,520.21
6536,19772,6011.8,50.423,248.62
6536,20207,4834.6,-50.611,1546.7
6578,20757,3500.7,-212.95,1421.3
6579,20711,3521.3,-264.6,1514.7
6580,20750,3510.6,-260.86,2935
6615,18466,9188.9,43.385,2556
6617,18001,10230,-28.281,4378.5
6620,18046,10220,-24.413,361.39
6628,18186,9815.1,-39.441,2740.5
6630,18205,9849.4,-22.485,175.16
6636,18779,8540.5,88.541,2740.3
6637,18775,8516.4,110.24,1831.4
6639,20310,4427.3,-220.16,1715
6645,17938,10114,-109.65,1187.1
6645,20009,5354.8,69.322,2222.8
6646,20000,5376.5,45.004,6306.9
6649,19997,5390.3,46.546,653.86
6661,19517,6925.9,13.996,1256.7
6682,20229,5081.8,-51.67,1492.6
6714,19710,6136.9,114.43,727.56
6718,18152,9841.3,16.477,2719.8
6732,20261,4584,-63.905,1221.1
6733,20242,4599.8,-41.396,1116.1
6749,18376,9496,9.7667,566.63
6758,20420,4107.7,-150.87,1475.3
6761,20416,4106.7,-233.96,1511.8
6771,18771,8598.8,46.457,881.54
6786,19967,5446.6,-49.973,1454.3
6795,19556,6832.1,102.05,3522
6803,19205,7516.2,26.932,1410.8
6813,18482,9122.7,34.067,1716.4
6814,18461,9075.1,61.909,2820.6
6815,18432,9070.4,11.885,3011.5
6820,18344,9492.5,92.445,8144.6
6822,17986,10173,-40.976,1147.5
6822,19992,5434.6,17.212,3594.1
6823,17960,10176,-61.548,2369.6
6823,17959,10176,-64.511,2394.4
6824,19998,5431,5.0641,7255
6826,19205,7513,130.54,1528.4
6827,18029,10096,5.455,1342.6
6827,19195,7534.9,130.43,2384.5
6828,18056,10086,-20.789,3048.5
6859,18421,9284.1,-25.004,342.74
6870,19873,5626.7,10.156,358.17
6894,20112,5350.4,-10.84,3722.4
6897,20316,4485.1,-46.661,601.27
6899,20179,5128.2,9.6815,3038.1
6902,19313,7214.3,184.21,917.79
6903,20188,5141.6,-27.022,6718
6907,20185,5144.3,-43.199,1582.9
6944,20063,5392.3,-36.005,3223.8
6946,20064,5415.1,-20.919,6771.3
6950,20067,5403.2,-37.937,6151.9
6962,18070,10192,-136.78,439.35
6963,18023,10190,-130.43,2265.1
6971,18043,10217,-74.93,545.88
6990,18852,8518.1,54.689,1759.4
6991,18862,8500.4,69.849,1293.6
6991,19192,7420.8,132.84,2657.6
6997,20301,4619,-87.612,5759.4
7001,19584,6897.7,135.07,7758.5
7005,19594,6889.1,96.537,2463.6
7006,19606,6921.5,36.296,425.24
7018,17957,10635,-54.691,1844.2
7019,18279,9744.9,34.984,1069.7
7020,18258,9729.7,-65.735,615.24
7022,18254,9764.1,23.63,1932.7
7024,18251,9736.6,28.989,780.74
7026,18268,9724.7,81.628,798.61
7026,20701,3550.9,-251.36,1088.2
7036,19018,8001.6,31.485,147.96
7036,18549,9058.6,14.508,1754.5
7037,19057,7993.7,76.933,4355.4
7045,19146,7680,38.334,811.98
7069,19681,6224.7,138.23,8463.5
7080,20452,4213.5,-250.51,1810
7088,18118,9865.6,-14.718,4001.2
7103,18879,8405.1,85.053,4769.4
7119,18789,8508.4,90.539,3761.8
7130,18869,8451.9,30.586,10392
7132,18283,9608.3,-19.024,973.19
7133,18285,9667.7,16.298,650.99
7134,18866,8448.9,22.527,5991.8
7142,19313,7308.2,60.187,1555.8
7154,19629,6372.7,182.45,523.57
7157,20209,5137.9,-57.431,328.93
7164,20195,5158.2,19.027,355.4
7166,19026,8064.9,83.989,5955.4
7169,18531,9033.5,31.06,1062.3
7170,19036,8081.6,63.945,1294.4
7171,19032,8055.5,60.977,5748.1
7183,18477,9138.4,57.181,3062.8
7183,20228,5112.4,-59.786,336.7
7184,18508,9108.9,67.809,4651.6
7185,18509,9085.3,76.384,2362.7
7189,18178,10169,-58.915,6898.6
7192,20204,5124.4,-40.054,346.92
7205,20201,4846.4,-56.72,1692.2
7206,20179,4847.4,-21.537,2392.5
7225,19204,7471.4,78.808,8840.8
7234,18793,8580.1,-12.64,382.77
7235,18789,8557.3,77.478,2233.3
7240,20198,5188.6,36.116,440.63
7246,18736,8605.7,69.789,9247.2
7249,19750,6045,141.46,3913
7251,19738,6035.8,184.02,2153.9
7270,20278,4588.9,-67.092,1057.4
7271,20254,4582.9,-76.067,854.12
7276,18231,9744.3,45.556,4746.1
7289,19136,7673.6,148.61,1968.1
7290,19152,7649.1,95.039,1689.5
7297,18918,8253.1,90.467,5729.9
7303,18766,8570.5,79.709,1083.4
7309,18758,8345.9,18.511,1220.1
7322,20382,4135.8,-208.52,661.79
7325,18790,8605,33.474,6981.5
7328,18783,8598.2,74.2,7321.9
7332,18762,8615.7,41.088,2653.7
7335,18783,8623.5,44.001,2246.8
7348,19312,7286.1,71.937,2003.8
7348,19307,7284.5,50.744,4826.9
7352,17932,10309,14.416,2922.4
7354,18031,10215,-120.47,1096.4
7355,17997,10193,-44.953,519.9
7359,19907,5518.8,25.971,2650.6
7367,19197,7411.7,90.211,1957.9
7369,18804,8526.5,67.034,902.28
7376,19476,6667.2,64.286,472.14
7377,19496,6666.7,111.97,7314.7
7379,19500,6702.9,44.019,552.23
7384,18131,9845.3,-61.369,818.72
7385,18142,9869.6,-21.311,8830.2
7389,18148,9865.8,-9.3747,2252.1
7391,18766,8491.1,5.5999,348.63
7392,18798,8490.1,52.801,4611.4
7394,18773,8508.6,85.871,1326.6
7406,18949,8251.5,98.928,1736.4
7409,20329,4438.6,-195.83,2014.5
7410,18880,8437.5,52.525,2376
7413,19921,5531.1,5.6886,902.22
7429,20614,3774.9,-218.44,1897.6
7430,20643,3788,-203.22,755.29
7436,20606,3773.2,-120.89,698.19
7437,20635,3774.9,-159.32,1722.5
7439,20616,3779.5,-161.53,1534.9
7441,20589,3762.9,-117.95,1517.5
7449,18330,9504.8,44.736,2883.9
7455,17928,10710,-50.476,770.76
7456,17870,10701,-77.132,4532.7
7457,18388,9337.2,75.268,687.3
7457,17847,10713,-81.62,4971.8
7460,17882,10711,-83.987,1128.9
7463,19035,8008.7,163.98,6347.4
7474,19991,5513.3,58.049,12431
7478,19988,5516.4,64.708,11425
7489,18494,9124,44.333,3458.7
7492,18302,9656.1,14.04,648.17
7514,18538,9393.5,73.414,1279.4
7536,19269,7206.5,80.252,1878.9
7558,18011,10214,-167.18,567.7
7572,20378,4362.6,-131.54,400.47
7573,20329,4364.4,-144.03,5188.9
7576,20318,4362.2,-164.11,1617.5
7577,20294,4372.7,-105.07,749.67
7596,19086,7883.8,118.98,704.59
7597,19098,7897.2,156.12,2312.6
7612,20275,4671.2,-18.71,207.44
7630,18105,9870,-16.344,4482.6
7632,18128,9880.2,-0.35449,1075.5
7641,19591,6786.8,68.446,1712.4
7643,19373,7189.1,90.752,599.3
7662,18153,9832.1,36.152,1722.6
7686,19528,6715,81.685,616.86
7687,19551,6739.1,133.14,1466.5
7691,18854,8411.9,129.33,4187.7
7699,18015,10266,2.6342,874.5
7710,18442,9299.9,78.645,6690.7
7712,18452,9310.8,98.316,4061.2
7715,18444,9302,85.213,4697.7
7717,18436,9324.3,92.327,426.65
7737,19456,6997.9,49.43,1544.8
7738,19444,7017.7,95.857,3314.6
7741,19920,5502.8,126.22,747.12
7742,19102,7936.9,117.85,15475
7743,20131,5046.5,3.3128,1245.7
7744,20120,5059.4,-40.288,1580
7744,20126,5070.7,-31.63,4512.5
7746,19104,7941.8,115.12,5087.1
7747,19101,7978.2,137.85,1478
7747,20107,5067.4,-42.55,4302
7749,20138,5070.4,-10.103,1323.8
7750,19301,7515.5,113.99,984
7751,20100,5064.8,-43.672,1379.2
7758,19163,7593.8,87.409,2808
7767,18043,9948.9,-6.8426,589.42
7772,18038,10037,-28.88,375.02
7773,18025,10066,-22.826,3388.7
7778,20260,4682.1,-94.043,4772
7782,20259,4680,-98.259,4439.5
7805,17962,10273,-35.742,1900
7826,19502,6681.6,116.84,4205.1
7839,17908,10084,-130.18,604.89
7840,17909,10057,-64.977,568.69
7865,18608,8917.1,142.67,373.72
7868,20001,5478.9,3.1029,4158.6
7872,18356,9406,58.15,5956.1
7877,17969,10590,-149.29,929.95
7878,17983,10616,-148.08,804.03
7888,18894,8331.1,157.2,513.09
7889,18884,8353.8,117.8,1051.1
7898,18034,10113,-5.6969,8469.3
7905,18702,8705.9,90.613,1018.4
7908,19096,7794.7,4.3931,343.11
7927,19306,7280.2,208.01,2584.8
7928,20194,4966.6,-18.334,2887.2
7931,20161,4970.5,-6.0718,883.52
7932,20196,4969.3,-3.1631,500.29
7939,17949,10031,-83.135,7465.4
7942,20620,3586.4,-299.7,2546.2
7943,20644,3563.4,-322.21,1339.3
7948,20577,3593.9,-207.19,873.34
7949,18182,9786.5,51.826,2577.5
7949,20598,3564.5,-253.88,2555.2
7950,20666,3561.9,-265.56,1316.1
7952,20621,3560.8,-220.84,1344
7953,20631,3581.4,-185.66,2158.4
7955,20598,3592.6,-195.66,1079.4
7956,20619,3590.3,-229.5,1323.2
7977,20266,4630.1,-85.173,2423.7
7978,17978,10608,-129.43,1696.2
7979,20242,4631.8,-29.763,740
7980,19247,7251.6,92.376,8620.3
7986,19215,7456.3,147.24,958.08
7989,19345,7170.2,144.6,3369.9
7997,18758,8531,-15.659,543.32
8001,19067,7994.5,71.923,7050
8005,19080,7967.4,82.295,1575.4
8006,19067,7980.6,49.19,4940
8017,19672,6706.5,105.51,549.35
8030,20068,5220.2,-26.713,6166.6
8037,18861,8428.5,109.71,917.13
8064,18023,10057,11.735,8199.5
8068,18015,10064,18.854,624.11
8074,19910,5750.5,91.056,2289.8
8079,20050,5359.3,-13.642,1331.4
8080,20069,5371.3,25.874,1794.2
8083,20063,5355.7,12.367,1676.1
8084,20061,5374.2,-8.409,2062.5
8087,20012,5399.5,-35.213,1237.5
8103,20201,4901.6,72.945,1542.3
8106,19300,7216.2,58.43,952.91
8143,20075,5328,38.025,2098.5
8147,19018,8134.1,178.05,1797.8
8153,19342,7228.1,164.48,560.38
8157,19497,6762.2,60.518,1865.6
8165,20165,4926.6,-24.854,1129.8
8166,20179,4948.4,-41.269,418.84
8176,18483,9183.8,123.4,643.01
8177,18509,9168.8,98.378,7229.1
8188,19624,6513.3,102.11,2892.3
8189,18024,10063,2.6294,2839.5
8190,19620,6493.5,72.14,1281.6
8193,18471,9232.3,56.913,687.5
8198,19113,7830.7,83.937,10449
8202,19108,7831.3,73.643,3478.3
8219,19086,7929.7,150.6,2794.6
8221,19071,7950.6,186.18,604.7
8245,19115,7829.5,67.882,1288.7
8274,19099,7817.9,14.398,729.27
8275,19103,7865.7,104.9,2989.3
8276,19081,7902.5,124.92,3512
8277,19058,8004.9,89.921,1503.4
8356,19810,5961.9,23.233,378.61
8357,19834,5982.7,70.7,1768.3
8369,17997,10250,-18.216,4522.6
8374,19095,8041.5,73.937,2217.6
8375,19055,8001.1,137.64,2369.2
8376,19072,8021.6,70.915,3994.5
8398,19142,7380,24.926,391.67
8411,19794,6063.4,39.881,374.05
8427,18303,9539,56.87,18034
8430,18292,9523.5,59.53,22855
8434,18294,9524.1,48.806,18234
8438,18292,9521.3,40.033,7971.2
8446,18693,8705.7,55.98,2357.8
8448,18703,8727.6,25.048,2157.9
8466,19192,7392.5,50.73,13949
8470,19187,7381.9,88.409,4435.3
8476,19182,7595.7,128.65,3705.3
8478,19165,7612.1,68.61,5384.7
8525,20066,5357.5,-51.644,340.27
8530,18020,10068,-28.669,756.06
8537,19879,5806.6,98.576,1660.5
8542,17939,10250,4.0929,421.59
8543,17967,10270,-20.346,601.6
8548,19073,7854.5,108.14,3734.9
8551,19127,7833.3,15.076,515.74
8552,18250,9722.2,-5.0559,7497.5
8583,20158,4942.5,-114.3,707.28
8584,20179,4931.8,-40.18,1539.3
8585,20143,4901.6,-36.992,432.16
8587,18186,9815.6,-10.961,4597.2
8588,19445,6954.6,84.297,9900.8
8592,19440,6958.5,81.893,1604.6
8596,18782,8547.2,124.14,4590.2
8609,20440,4173.1,-168.77,2203.8
8625,20545,3799.5,-196.64,1013.3
8626,20533,3847.2,-234.31,542.16
8626,18296,9568.8,25.468,2226.5
8646,18240,9775.8,34.466,10282
8650,18238,9769.7,26.67,3277.7
8656,18221,9781,53.764,1230.8
8656,18222,9780.9,53.037,1213
8657,18244,9816.5,31.993,274.68
8658,18256,9842.7,2.2084,151.59
8659,18226,9774.7,55.905,5283.6
8662,18223,9803.5,31.185,780.5
8662,19396,7092.3,91.19,2395.5
8663,19278,7303.7,187.33,3374.3
8663,18213,9767.7,44.71,3061.3
8664,19295,7244,158.1,2815.9
8665,19322,7244.7,109.26,516.14
8666,18238,9764.9,71.49,1234.1
8668,18223,9748.7,29.559,517.05
8668,20028,5378.1,-12.802,2358.1
8669,18208,9795,-29.51,366.93
8671,18232,9784.3,19.307,2260
8675,19127,7783.6,113.55,4992.8
8676,18219,9749.6,33.544,765.15
8677,18835,8504.1,150.39,865.32
8678,19998,5383.8,59.562,501.5
8696,18141,9871.2,-18.347,2446.5
8727,18741,8588.4,70.484,707.13
8728,19829,5957.6,103.67,3310.8
8746,18012,10077,-18.459,318.12
8747,18037,10073,4.5199,2671.1
8756,19529,6796.7,71.615,505.79
8760,20231,4688.7,-56.864,660.97
8761,20230,4700.9,-67.342,5397.3
8765,20221,4709.8,-29.568,366.39
8775,18271,9621.8,-10.99,2015.5
8780,18738,8596.8,22.573,2416.7
8781,18752,8586.3,72.565,2556.4
8784,18416,9323.9,57.285,748.46
8785,18395,9312.2,5.5283,473.83
8824,19971,5442.6,-11.197,5827.1
8827,19968,5430.2,-35.187,2018.9
8828,19942,5456.4,-73.898,1694.7
8828,19942,5456.4,-76.318,1710.2
8829,19954,5448,8.6738,2562.7
8830,19966,5428.8,-53.047,1893.3
8835,19531,6779.5,90.124,2257.2
8836,19507,6790.4,83.714,2010
8843,19077,7997.6,80.987,598.83
8845,18741,8689.1,25.5,419.25
8849,20208,4723.2,-63.202,2622.1
8851,20230,4699.9,-46.682,844.68
8852,20274,4623.5,-61.637,1255.8
8853,20240,4628.2,-103.95,650.62
8865,20306,4435.1,-165.39,5499.3
8877,18093,10001,12.852,1963.5
8898,18769,8531.8,77.361,333.42
8899,18747,8562,79.282,1216.1
8900,18762,8581.8,80.185,5024.8
8904,18755,8594.9,99.181,2316.7
8905,18758,8576.8,72.547,2441.2
8916,20282,4490.4,-33.822,561.2
8917,20266,4503.9,-156.64,1569.2
8923,19081,7821.7,121.15,2722.7
8931,19996,5429.7,57.769,2278.1
