#LUME VERSION, 0.54
#2848 point's captured data set in LUME at: 1/11/2020 : 4:19:13 pm
frame,x,y,z,int
8933,20179,4979.2,-52.264,1242.7
8937,18720,8670.2,-8.0991,238.83
8944,19360,7073.9,95.705,673.28
8945,19330,7118.3,102.39,710.59
8980,19892,5513.1,93.513,866.37
8981,19886,5484,27.722,784.43
8984,19102,7741.2,70.994,448.05
8987,20178,5126.1,-42.449,3486.5
8991,20182,5110.5,-21.501,3101.1
8993,20191,5122.1,-40.663,3310.7
8997,20184,5115.5,-38.234,2180.7
8999,20208,5142.5,-17.367,450.92
9030,19799,6000.6,120.23,5592
9057,18026,10244,-150.18,1486.5
9058,18008,10195,-103.72,1773.8
9059,17988,10179,-122.03,9803.4
9063,17991,10175,-127.34,2463.9
9089,18391,9454.8,-3.9035,2203.5
9090,18991,8092.1,84.793,5071.5
9099,18966,7894.3,20.432,1940.5
9100,19045,7961.1,43.906,2001.9
9100,19046,7961.7,34.913,1854.4
9101,18650,8731.5,177.13,2270.2
9104,18841,8501.5,27.225,2211.2
9127,19057,8055.1,87.463,2799.6
9133,20222,4723.8,-20.165,6108.1
9137,20205,4710.2,-66.424,1905.4
9154,20127,5051.6,-45.623,5482.7
9158,20127,5049,-5.4232,505.55
9161,17946,10297,-0.40625,1137.8
9163,19426,6892.6,90.813,4396
9188,17875,10572,-124.42,2034.4
9232,20364,4403.5,-162.78,1104.3
9233,20344,4430.3,20.383,443.36
9240,19121,7685.6,55.211,2360.1
9242,20200,5140.3,-10.99,9587.9
9246,20182,5139.7,-24.38,1446.5
9267,18430,9273.7,65.82,1958.9
9267,19737,6132.5,134.65,1777.3
9268,19738,6116.6,148.38,4577.3
9279,18861,8442.6,65.167,1780.6
9302,19579,6565.8,132.61,4278.4
9305,19586,6574.5,147.58,4972.5
9306,18492,9144.1,48.766,3018.6
9308,20645,3757.4,-226.47,2617.1
9327,19109,7852.7,-30.148,1117.9
9328,19089,7851.3,57.855,4560.5
9349,19615,6861.8,52.98,1995.5
9350,19607,6848.2,35.255,1184.1
9351,19160,7406.5,68.621,532.04
9358,18721,8623.7,39.931,2211.7
9363,19616,6859.9,74.307,4762.8
9365,19623,6859.8,65.838,4679.5
9369,19615,6862.3,79.071,6256.5
9373,19619,6861.5,89.767,5603.4
9376,19623,6878.4,80.351,8739.9
9380,19623,6876.5,72.107,8318.8
9384,19620,6873,77.48,9248
9387,20103,5114.5,-32.017,1497.4
9388,19616,6863.2,75.459,7915.1
9391,19028,7995.7,74.239,492.46
9392,19621,6861.7,80.725,3001.2
9393,18513,9164.8,98.162,2174.3
9395,19489,6967.2,115.3,609.16
9402,19842,5854.7,104.48,1785.2
9402,19843,5846.6,118.59,3432.1
9404,19831,5814.2,175.02,1871.3
9404,19839,5828.3,123.67,3391.9
9408,17939,10063,-170.24,2986.3
9408,18982,8128.8,162.94,5618.5
9410,17992,10082,-183.12,884.62
9413,18710,8669.8,90.359,1662.5
9413,20434,3770.2,-261.79,1963.4
9414,20487,3758.3,-228.54,1036.3
9431,19791,5976.3,104.21,404.38
9432,19779,6006.8,115.02,500.2
9433,19764,6018.5,174.46,2150.6
9434,19754,5975.7,166.85,491.85
9437,19767,6021.2,169.16,3719.9
9444,20204,5095.6,-52.104,4905.3
9448,18673,8814.5,62.848,4224.5
9452,19099,7839,79.265,3247.7
9458,19108,7833.8,120.1,1906.1
9467,19452,6973.6,83.88,2397.7
9476,19969,5451.7,-25.09,4663.4
9479,19973,5406.2,17.367,354.43
9480,19969,5442.3,-23.159,7721.1
9483,19182,7583.2,61.844,6487.4
9484,19963,5461.4,18.672,539.82
9486,19970,5437.7,4.5721,2243.4
9489,19914,4960.5,-156.34,880.82
9506,19388,7019.4,74.008,623.11
9511,17959,10674,-54.517,871.53
9511,18552,9071.1,91.356,371.4
9512,18581,9067.1,61.804,7506.5
9516,18548,9069.7,56.853,642.47
9530,19215,7462.1,-10.834,678.87
9582,20269,4670.4,-79.614,1763.8
9591,18869,8443.3,31.138,866.65
9630,18424,9315.1,58.711,5228.2
9637,19130,7680.4,94.256,3202.3
9657,20617,3715.5,-259.21,1332.6
9657,18802,8513.7,72.157,4000.9
9659,18820,8463.1,99.049,958.83
9660,18833,8424.7,60.916,6229.6
9662,18843,8448.3,44.237,2148.6
9664,18841,8422.8,47.267,1962.3
9698,20363,4327.2,-83.248,596.39
9705,20419,4023.1,-108.7,1015.9
9706,17932,10055,-57.2,2539.2
9706,17932,10055,-62.623,2617.8
9706,20452,4015.3,-129.8,5870
9710,20447,4016.8,-148.96,2833.7
9716,20519,3889.7,-194.97,807.86
9724,19980,5575.1,105.29,1018.8
9728,19254,7344.5,94.89,618.89
9729,17895,10254,-78.602,699.6
9731,19322,7171.6,233.59,4223.9
9732,19336,7115,129.41,3124.9
9733,19314,7104.3,270.13,853.45
9735,20059,5338.2,50.923,7951.1
9737,18196,9808.9,39.652,7979.5
9739,19582,6787.7,77.414,688.75
9739,20049,5345.7,47.47,2107.3
9740,20069,5337.8,41.864,1198.2
9743,19706,6638.7,118.51,661.56
9744,19682,6670.4,88.727,1610.1
9761,18758,8521.7,86.481,1895.3
9762,18777,8534.5,98.56,2415.5
9762,18774,8531.1,96.64,4712.2
9764,18771,8558.7,78.548,661.32
9769,19191,7457.4,93.49,830.71
9770,19208,7482.3,100.49,5280.9
9773,19530,6854.2,108.06,1997.4
9774,19543,6874.1,13.73,3037.9
9784,18325,9233.8,213.11,2658.6
9784,19203,7307.1,115.47,1209.5
9785,18332,9261.9,174.99,486.55
9807,19225,7420.8,135.07,632.1
9812,19913,5661.8,89.024,3671.1
9814,19870,5731.1,136.81,4086.5
9815,19897,5693.9,78.782,2726.1
9816,19915,5669.2,106.92,6082.6
9832,19781,6065.7,75.094,1441.8
9845,17952,10294,3.2349,1206.4
9846,17962,10267,-18.546,1790.3
9849,18466,9191.4,93.532,2008.8
9859,20150,4829.2,-60.317,907.32
9860,19187,7525.4,62.686,336.97
9877,18835,8400.2,55.867,581.47
9878,18838,8442,79.614,1850.4
9916,20591,3841.2,-126.38,5954.4
9920,20575,3836.2,-126.57,4990
9925,19317,7261.5,73.25,4523.3
9942,19327,7256.4,83.671,590.35
9945,19250,7446.4,130.61,2918.1
9981,19954,5538.5,90.219,3517.3
9982,19901,5590.1,6.7391,5720.6
9985,19912,5585.7,10.78,2121.8
9986,19892,5589.5,1.5824,4254.6
9992,18288,9531.3,33.753,4704.1
10006,19993,5507.1,93.797,1095.9
10017,18967,8211.7,97.308,2318.1
10050,18207,9754,17.662,2479.5
10078,19288,7317.9,147.8,1012.7
10107,17977,10108,-170.8,4275.3
10126,19771,5983.8,94.314,961.52
10154,20214,4774.7,-27.287,267.23
10155,20233,4785.8,-33.619,3337.4
10158,19399,7098.6,146.12,1111.1
10159,19353,7157.1,182.81,3598.5
10160,19310,7271.8,66.492,10405
10164,19307,7265.8,91.786,4358.2
10186,18868,8447.4,21.895,13839
10198,19310,7297.1,87.258,2818.2
10210,19216,7458.7,120.61,4350.3
10211,19216,7434,115.67,2948.4
10237,20442,4143.4,-159.99,6520.6
10241,20419,4137.6,-47.352,603.02
10259,19911,5666,65.795,5286.3
10262,19904,5657,54.234,2021.5
10273,20062,5178.7,14.435,3463.2
10278,19697,6169.7,146.38,1175.2
10311,20145,4997.1,-33.371,1329.7
10312,20125,5014.8,-39.051,1190.3
10324,18028,10225,-165.38,13655
10328,18007,10239,-220.68,503.33
10331,19093,7489.8,105.94,2587.7
10354,20047,4471.3,-102.15,1002.7
10361,19494,6741.8,133.29,1083.5
10376,20508,3939.3,-178.3,678.4
10387,19077,7975.3,109.81,3859.1
10388,19063,7977.1,136.1,4532.4
10391,19088,7986.5,167.29,1048.7
10393,17981,10247,8.4365,1424.2
10396,19704,6673.7,45.095,523.43
10398,17919,10262,-2.964,1481.6
10410,17962,10280,7.174,1031.6
10422,18210,9798.4,24.684,7536.9
10455,19174,7639,99.794,9351
10459,19171,7645,117.44,4111.4
10469,20383,4267.9,-43.896,846.86
10473,19205,7583.4,85.693,2100.3
10498,19025,8064.5,72.934,1456.1
10499,19007,8041.4,121.32,854.38
10508,18494,9109.3,57.873,1648
10508,19330,7160.9,64.822,467.19
10531,19569,6844.2,109.95,3895.3
10531,19569,6844.8,110.16,3930.4
10532,19566,6820.5,110.94,2836.1
10532,19565,6816.6,126.33,2922.3
10533,19575,6873,146.98,4217.5
10533,19941,5646.5,52.686,7735.8
10537,19960,5661,47.201,2934.4
10539,20003,5616.6,48.544,109.05
10551,17936,10561,-122.65,3594.6
10570,20057,5143.9,-28.154,4091.2
10572,20074,5137.2,-42.626,1122
10574,19195,7499.3,136.86,877.04
10574,20067,5116.9,-56.179,1340.7
10589,20312,4355.3,-96.732,244.02
10589,20664,3704.2,-90.289,886.49
10590,20639,3697.3,-125.94,955.48
10599,19081,7843.3,93.397,5899.8
10603,19084,7836.3,84.701,5426.1
10615,18792,8492.4,72.915,4691.6
10634,19949,5007.9,-120.97,412.52
10635,19931,4969.4,-183.38,1014.7
10659,20236,4709.3,-58.773,3447.2
10668,18169,9806.2,8.8784,399.81
10669,18177,9839,15.191,2815.7
10674,19049,8007.2,42.731,722.81
10675,19032,8032.2,90.768,9423.3
10676,19630,6393.5,142.3,1234.4
10679,19040,8036.1,96.459,7345.7
10680,19032,8017,88.542,2452.8
10683,19046,8019.7,52.553,360.01
10685,19394,7126.8,60.146,590.09
10687,20218,4855.3,8.9088,625.21
10688,18240,9631.6,53.966,2326.6
10694,19209,7439.8,106.73,2651.8
10695,19221,7460.4,65.225,378.85
10702,20274,4964,-157.1,554.5
10704,18015,10065,-57.418,727.18
10729,19087,7828.5,95.691,4494.8
10730,19089,7851.6,116.65,14911
10734,19084,7838.9,96.955,11403
10738,19079,7836.1,99.071,7864.4
10741,19082,7846.8,110.54,8489.9
10745,19074,7847.4,120.39,1640.8
10754,19863,5519.8,27.161,681.18
10755,19353,7089.5,152.32,5801.8
10787,19712,6092,60.386,430.45
10820,18330,9539.1,37.466,769.68
10831,20291,4455.8,-83.512,1178.1
10832,20270,4450.3,-112.65,699.83
10876,19782,5908,103.33,1823.5
10877,19796,5927.7,72.526,1387.7
10897,19837,5919.1,162.65,619.15
10899,18778,8546.6,102.56,2550.5
10916,18002,10227,-47.525,2646.8
10920,18047,10052,-4.2818,6515.7
10924,18362,9442.8,37.511,1415.3
10924,18362,9442.8,36.649,1398.2
10927,18354,9466.1,55.272,338.35
10971,20119,5204.4,27.422,409.57
10972,20151,5202,-44.034,10110
10976,20154,5197,-34.184,5518.6
10980,18439,9293.6,-16.076,653.11
10980,20585,3737.1,-192.69,534.72
10990,19967,5433.4,35.008,1765.6
10994,20097,5214.4,2.4124,2443.5
10997,17928,10356,-6.1015,4778.3
11001,19493,6800.1,73.289,868.25
11002,19502,6795.7,91.288,5588.3
11029,19123,7846.2,33.132,7531.6
11033,18805,8594.1,134.85,1884.7
11034,18778,8597.8,111.87,1101.7
11044,19954,5434.3,-41.443,1122.3
11045,19977,5434.1,-34.214,2256.6
11046,19992,5444.7,4.4384,514.65
11062,18572,9069.7,81.054,1470.8
11063,18568,9050,80.125,3638.9
11065,18571,9072.6,45.205,720.9
11075,18515,9163.9,114.8,3189.4
11076,18493,9131.1,55.648,1778.3
11098,17973,10276,-23.975,5251.2
11103,17977,10268,-28.126,2961.4
11117,19451,6938.8,40.451,1628.4
11122,18167,9770,11.452,9245.9
11128,19624,6271.7,122.03,474.45
11134,19646,6673.3,114.01,2268.3
11135,19634,6713.2,123.13,730.3
11136,20161,5295,-18.607,2010.1
11136,20165,5292.9,-21.072,4007.8
11137,20145,5289.3,-26.255,3191.2
11141,18806,8448.3,95.684,1489
11160,19183,7564.4,46.85,547.05
11166,18710,8685,78.374,14246
11169,18010,10240,-59.765,468.19
11170,17993,10228,-99.372,301.9
11170,18700,8683.5,100.35,2547
11195,18058,10102,-1.4371,4469.5
11218,18085,10232,-214.82,2343.1
11219,18065,10232,-190.36,1831.9
11219,19910,5654.4,53.301,7161.6
11223,19902,5646.6,62.352,1955.3
11236,18862,8394.1,115.81,794.1
11249,19067,7979.5,94.521,2896.5
11269,19866,5761.5,112.99,658.35
11275,19473,6968.3,73.958,2969.7
11281,20481,4005.5,-192.26,981.55
11312,18005,10189,10.449,4143.1
11314,17962,10177,-74.59,3353.5
11316,17998,10181,47.289,1195.9
11317,18746,8613.7,78.27,4248.2
11337,20493,4012.3,-111.04,1846.3
11339,19514,6772.6,61.926,7076.4
11343,19533,6794.1,64.621,1968.5
11343,19533,6792.9,53.625,1802.1
11344,19553,6818.9,76.528,2199.8
11347,19542,6821.6,89.082,2026.5
11348,19535,6790,80.757,1948
11348,19530,6788.1,75.161,3540.6
11350,18387,9399.2,16.411,8224.2
11364,20086,5113.5,-14.125,907.27
11365,20110,5086.2,-24.51,2505.5
11367,20094,5104.1,-65.165,1607.7
11368,20117,5114,57.77,398.65
11372,19689,6663,57.677,725.12
11373,19709,6622,62.889,619.8
11377,19655,6697.7,112.81,1398
11385,20074,5215.2,5.1297,696.95
11387,19709,6635.4,60.541,3368.9
11393,19706,6653.5,83.687,4870.1
11394,20106,5275.6,28.352,332.02
11395,20071,5320.2,26.371,2357.8
11396,20033,5416.2,64.837,827.47
11407,19990,5508.2,77.259,9780.6
11411,19990,5517.9,62.412,2322.5
11412,19991,5447.4,45.644,7873.5
11422,20175,5131.4,-135.41,534.83
11425,19406,7058.9,171.39,3610.9
11432,18901,8212.4,118.56,799.39
11433,18919,8235.8,64.923,6130.5
11434,19272,7206.8,121.78,2856.8
11435,19262,7187.3,120.92,9303.8
11436,18930,8255.1,55.891,581.27
11439,19256,7186.4,131.3,2093
11472,19647,6665.1,97.305,1448.6
11476,20231,4661.6,-44.67,957.37
11477,20256,4667.2,-132.4,2606.5
11487,18392,9467.8,88.802,623.64
11493,19484,6962.8,18.119,389.52
11495,19449,6906.1,87.208,2708.1
11496,19476,6920.6,105.5,1787.4
11508,17939,10047,-87.542,2606.3
11509,17959,10025,-93.516,2301.3
11510,19750,6005.9,78.238,2632.9
11512,19747,6023.7,96.614,2991.3
11513,19746,5976.9,95.726,2344.6
11515,19753,6003.2,61.646,1679.7
11527,20288,4525.5,-122.41,5595.1
11533,19070,8011.6,79.255,1403.8
11534,19047,8020.8,120.77,2784.1
11552,19955,4942.3,-61.255,3168.1
11555,17981,10210,-114.28,651.2
11568,19494,6798.8,97.819,4449.3
11570,19487,6833.4,52.417,827.86
11641,18093,10052,16.932,1328.5
11642,18074,10024,-56.362,689.85
11646,18666,8723.5,212.26,4726.4
11650,18665,8698.9,194.39,3845.1
11651,18155,9871.9,37.182,1023.4
11652,18155,9923.5,22.014,194.04
11668,19510,6821.8,60.682,838.98
11669,19484,6842.9,97.955,2727
11683,19754,6086.4,119.11,711.11
11684,18897,8391.4,69.314,2063.9
11684,18897,8391.4,69.333,2064.1
11684,19758,6111,103.16,2194.1
11685,18917,8391.1,91.17,1932.6
11695,19468,7018.5,89.327,478.8
11710,18025,10098,35.814,1417.7
11711,17993,10101,23.935,5395.5
11738,20390,4200.9,-232.5,687.27
11739,20401,4154.8,-189.92,1575
11740,20429,4146.5,-210.43,1535
11741,20412,4170.3,-207.08,1395.2
11742,20392,4176.3,-207.62,1108.1
11757,19096,7818.5,138.36,653.04
11758,19078,7845.6,98.777,4157.4
11760,19086,7835,94.66,5741.4
11764,19094,7842.2,92.107,1501.2
11765,19077,7835.4,88.89,5720.7
11769,19085,7823.5,74.758,1401.5
11770,19095,7817.2,112.96,10156
11774,19086,7832.9,88.632,6432.4
11779,20294,4510.1,-148.57,501.85
11780,20281,4498.9,-58.44,405.34
11794,18396,9336.8,15.672,3588.4
11810,19371,7049.7,84.05,3298.1
11812,19358,7084.2,118.27,402.52
11813,18660,8731.9,205.23,966.99
11814,18667,8698.7,184.43,1422.3
11821,18147,9885,34.586,4902.2
11822,20065,5323.7,-59.223,519.17
11841,19918,5499.3,6.8816,933.57
11850,17995,10217,-126.32,2727.4
11851,17964,10248,-134.15,1331
11854,20264,4646.9,-116.97,589.5
11855,20225,4645.7,-127.75,3331.8
11858,18039,10146,7.8151,2701.2
11860,19701,6671.7,75.947,738.62
11863,19697,6609.6,101.48,379.35
11871,18867,8459.1,24.39,3655.2
11894,18709,8661.7,64.266,4000.1
11896,18718,8630.5,74.382,364.07
11903,18376,9415.5,48.96,1614.7
11904,18354,9437.2,107.15,666.46
11928,18009,10086,-41.571,977.1
11928,20069,5164.2,-11.537,2012
11930,20065,5188.5,-8.9847,2522.3
11932,20078,5159.9,-27.252,1373.8
11933,20049,5170.3,1.0166,1188.4
11944,19117,7849.7,85.438,827.23
11945,19100,7841.8,127.43,4781.6
11947,19622,6722.2,105.99,728.34
11947,20176,5240.8,-35.521,1129.8
11970,19101,7834.9,99.549,2940.4
11977,19100,7852.1,68.942,4211.2
11980,19107,7819.6,61.722,294.38
11986,19100,7835.8,99.649,12003
11990,19101,7835.5,96.594,12092
11992,18382,9506.4,-4.4721,1652.1
11993,18364,9498,24.496,1726.1
11994,19104,7832.9,81.064,813.83
11997,19101,7870.4,147.25,3209.8
12001,20668,3700.3,-249.68,1233.2
12002,20687,3721.6,-148.18,1193.1
12002,20406,4258.9,-136.97,2038.5
12004,19069,7829,74.434,318.41
12005,19102,7841.5,65.301,2248.2
12007,19116,7829.5,57.381,432.89
12009,19094,7839.5,30.414,347.1
12010,19097,7848.4,118.45,3055.7
12011,19118,7833.7,103.87,2988.2
12019,20120,5274.8,32.92,2413.4
12020,19094,7855,69.815,410.9
12046,18011,10238,-26.885,2761.7
12088,20095,5023.9,-26.507,409.18
12089,18741,8580.3,88.103,1499.1
12089,20117,4985.6,-79.504,1180.7
12090,18772,8605.3,37.05,2254
12095,19577,6563.4,116.47,3199.6
12096,20241,4958.9,-202.66,992.45
12109,19248,7297.2,13.021,153.23
12109,18378,9406.9,63.557,7262.8
12112,18377,9385.9,19.612,2370.9
12113,19407,6990.1,103.63,3310.1
12118,17998,10217,6.8469,3463
12120,19700,6156.4,157.14,1066.3
12121,19730,6131.2,106.98,1866.4
12123,20059,5006.8,-15.989,256.23
12124,19714,6150.5,165.28,6138.9
12128,19717,6156.7,161.28,10808
12131,19187,7586.1,66.637,3545.5
12141,19692,6662.2,55.099,1001.6
12142,19677,6682.8,76.922,4012
12166,18113,9954.8,-8.5121,4050.4
12175,19532,6517.4,154.6,1467.2
12194,18149,9820.1,34.34,2160
12196,18056,10014,-3.4353,4414.7
12198,19517,6707.8,103.91,617.83
12198,20106,5352.6,2.3794,5471.7
12199,19526,6678,104.21,8806.9
12202,18388,9434.2,69.481,569.39
12203,18394,9382.2,65.225,375.91
12203,19236,7507.9,22.78,1013.8
12205,20603,3678.5,-251.71,1470.3
12206,20641,3682,-239.92,2694.7
12207,20661,3686,-227.88,1185.5
12209,20590,3664.9,-380.55,1758.5
12209,20610,3675.7,-174.74,2735.3
12223,19207,7491.5,101.89,4097.5
12224,19208,7473.4,99.44,7841.5
12228,19205,7484.5,111.88,3293.1
12243,19253,7439.5,98.154,7650.2
12244,19869,5742.9,55.634,2180
12247,19251,7414.4,63.92,713.3
12251,19004,8125.5,69.136,876.41
12251,19272,7262.8,128.45,8645.9
12255,19264,7263.5,120.57,3853.3
12285,19340,7283.3,91.458,2693.1
12286,19318,7313.9,102.63,1924
12304,18259,9732.1,46.544,2719.5
12306,19001,8083.3,101.55,572.62
12307,18999,8050.8,75.842,3514.6
12308,18275,9662.4,76.824,624.97
12309,18274,9720.7,89.731,711.28
12310,18271,9695.5,51.729,968.66
12311,20045,5326.3,57.133,332.98
12311,18264,9739,24.354,1489.5
12311,19412,7074.4,126.11,7639.2
12313,18228,9722.6,103.41,593.53
12315,18271,9735.2,37.883,2154.5
12315,19409,7080.3,120.59,3000.7
12316,19423,7063,130.9,2144.7
12318,18254,9716.7,15.776,1329.7
12320,18277,9755.6,-12.121,959.75
12348,19464,6970.9,77.757,1733.9
12362,20145,5282.7,-41.145,1989.6
12364,19690,6695.6,16.222,419.09
12378,19073,7696.2,-100.81,5804.4
12388,20730,3677.3,-314.01,780.24
12389,20703,3667.5,-278.65,2567.6
12391,20639,3663.3,-310.08,1341.9
12392,20659,3651.7,-273.88,1338.2
12394,18618,8849.6,59.498,1691.8
12395,18887,8480.2,66.876,2651.9
12396,20335,4890.4,-140.27,1689.8
12397,18907,8494.9,96.442,2846
12398,18874,8448.1,36.47,5232.3
12401,20069,5344.5,58.411,628.78
12402,20053,5326.9,43.944,4906.4
12404,19425,7009.2,108.94,6601.3
12406,19432,6997.5,85.502,4593.5
12432,19374,7127.8,68.93,1103
12433,19375,7099.5,210.64,512.58
12448,19092,7794.6,66.047,4545.7
12459,19639,6408.8,147.76,1452.1
12460,19623,6380.3,161.7,1673.2
12504,18328,9242.8,221.75,3696.7
12552,20368,4161.5,-218.99,4630.8
12554,20350,4164.9,-177.42,1726.1
12568,18864,8399.4,116.05,7968.1
12571,18387,9393.4,11.676,16423
12575,18386,9390.3,9.2985,2891.7
12575,18385,9390.6,14.233,3113.4
12612,19256,7416.9,82.478,3125.3
12628,20064,5350.5,41.16,802.74
12648,19426,7082.5,69.303,561.13
12649,19415,7055.6,79.75,604.79
12668,18349,9437.9,49.262,7270.5
12675,18015,10069,26.932,692.32
12687,20117,5105.9,-5.8417,1205.8
12698,18063,10187,-104.11,1124.8
12737,18149,9792.7,28.823,391.59
12738,18116,9819.1,31.263,464.35
12738,19468,6937.2,73.658,3158.8
12739,19444,6915.2,71.113,2328.2
12740,19040,8035.6,53.284,3498.4
12740,19789,6031.9,110.79,6983.3
12743,19007,8058.8,-104.9,438.56
12744,19793,6024,138.68,3798.7
12748,18118,9891.7,55.463,1302.1
12748,18119,9893.1,38.907,1151.4
12749,18095,9934.1,80.98,2251.2
12749,19910,5105.9,-28.115,328.54
12750,19909,5119.2,-103.89,2949.3
12753,18102,9895.2,48.913,1492
12766,19576,6856.9,77.361,1281.1
12767,19586,6802.4,56.742,352.44
12771,19456,6975.6,91.449,5032.2
12773,19481,6979.3,130.83,2179.6
12792,18401,9341.5,116.99,1142.9
12793,18413,9316.4,54.925,1840.6
12811,18623,8928.7,74.275,1560.4
12838,18623,8852.7,73.247,4262.2
12840,17997,10187,-121.6,477.44
12840,18613,8880,93.638,356.15
12841,18008,10151,-144.53,1142.7
12862,17955,10115,-148.53,1343
12863,17958,10093,-117.86,2049.3
12881,19378,7096.7,120.97,4318.4
12898,19662,6697.6,134.99,8789.7
12915,18696,8666.4,87.741,2326.5
12915,19958,5539.9,-14.685,342.53
12916,19933,5532.4,-5.4673,7099.8
12920,19928,5541,-24.812,5204
12930,17930,10024,-75.619,2927.9
12938,20456,4047.4,-218.84,1664.3
12945,19943,5635.4,83.153,4938.5
12947,19931,5640.2,68.684,5870.5
12961,19502,6857.7,137.67,1620.9
12961,19501,6861.6,160.94,1710
12961,20465,4006.5,-115.54,8215.8
12963,19861,5614,-4.6302,4084.6
12965,20472,4012.6,-150.85,1527.3
12969,20259,4447.4,-165.11,779
12979,19380,7062.5,115.85,4306.9
12984,17984,10169,-147.01,599.85
12994,19280,7319.5,94.896,8757.8
12998,19289,7312,104.72,1272.6
13027,18709,8678.3,66.568,7853.4
13036,20180,5142,-28.367,2485.9
13040,20337,4337.4,-127.07,498.54
13041,20329,4359.2,-176.6,1314
13041,20330,4357.9,-166.98,1275.5
13042,20006,5225,-29.32,449.54
13043,20025,5249.3,-1.4301,4311.5
13045,20041,5259.8,-80.626,422.69
13048,18389,9318.6,12.276,1305.6
13049,18422,9302,-41.583,1084.2
13058,18256,9602,32.477,2650.7
13071,19554,6599,96.178,5000.6
13100,18031,10136,28.598,6481.6
13104,20383,4225.8,-190.97,438.71
13105,20735,3596.9,-218.02,952.23
13108,20747,3584.5,-341.98,1369.8
13109,20668,3603.2,-120.29,657.93
13121,20437,4142.3,-197.51,3028.9
13153,19398,6991.7,53.976,1592.4
13154,19375,6986.3,65.696,1739.1
13168,18007,10234,-94.402,411.78
13169,18023,10207,-162.38,5834.2
13173,19379,6972.3,68.362,1549
13177,19403,6928,158.66,501.26
13178,19368,7003.7,117.22,862.53
13179,18044,10194,-128.38,1530.1
13179,19391,6975.5,52.581,3454.1
13183,19400,6993.5,92.665,640.01
13190,19383,6956.3,86.771,5770.3
13193,19381,6980.1,65.111,490.25
13221,18030,10194,-147.12,1435.8
13222,19162,7431.6,89.638,1743.7
13256,18020,10227,-206.96,1497.1
13262,19480,6958.3,61.595,2982.7
13274,19698,6054.3,50.588,4021.7
13282,20126,5294.2,-28.184,4168.2
13284,20147,5285.2,-72.791,915.63
13297,19513,6979.5,109.42,472.64
13301,18229,9782.7,-20.348,2289.4
13304,18873,8387.7,160.85,3598.5
13306,18886,8425.8,110.14,2141.8
13313,19495,6734.9,110.38,2704.2
13325,20621,3759.7,-102.17,368.55
13326,20626,3787.2,-164.41,2047.5
13328,20647,3788,-218.47,1178.3
13331,20671,3791.2,-190.9,1050.3
13332,20627,3789.2,-161.33,3378.2
13335,20480,3721.6,-354.2,1788.8
13336,17951,10333,7.2762,2317.1
13337,17937,10347,-10.147,2781.3
13337,20562,3763.8,-300.37,1293
13341,20044,5145.4,-48.335,1047.9
13342,20077,5135.9,-67.072,4473.8
13345,20060,5142.9,-37.53,6619.3
13349,20035,5129.6,-104.55,1530.3
13349,20034,5129.1,-111.69,1554.5
13350,20049,5143.3,-56.948,6251
13354,20058,5150.3,-91.851,1412
13355,20038,5144.6,-23.43,1353
13357,17998,10218,-14.85,1675.1
13357,17998,10217,-15.316,1689.2
13359,17989,10188,3.1694,473.87
13361,18602,8943.3,156.19,8946.1
13365,18612,8944.1,102.17,6673.7
13366,18595,8945.1,108.16,1944.8
13368,20004,5412.9,-6.0544,2359.8
13369,18612,8952.4,132.11,6491.7
13381,18962,8150.8,65.283,1942.4
13381,18962,8150.3,75.634,2060.7
13385,18855,8483.9,85.856,4165
13394,19512,6779.6,77.57,5183.8
13402,18272,9777.7,121.72,1310.5
13410,19505,6787,94.425,2260.9
13420,20033,5262,-33.967,5332
13423,20018,5263.6,-73.5,2633.3
13437,17866,10596,-133.55,1027.8
13441,19787,6036.7,84.738,4042.1
13450,19749,6056.2,165.23,1797.4
13450,20224,4668,-69.929,1938.5
13451,19761,6036.3,141.3,1069.7
13465,19334,6736.2,47.303,1705.8
13466,18062,10097,-1.6344,8117
13470,18060,10096,-12.648,11197
13474,18064,10095,-13.804,6028.8
13477,18042,10063,8.8794,1058.1
13503,19260,7204.5,81.858,1454
13519,17951,10222,-16.451,3071.7
13520,17955,10238,-13.303,10858
13524,17959,10224,-44.009,2473
13525,20308,4542.6,-100.44,3922.6
13534,18889,8372.3,95.276,1484
13540,19736,6166.5,47.107,386.64
13541,19737,6151.8,149.13,6157.3
13545,19523,6559.5,175.45,954.94
13548,18089,10234,-110.01,1085.2
13556,20329,4504.1,-113.89,2165.1
13558,20323,4508.5,-245.95,1396.2
13559,20304,4502.7,-140.4,1502.9
13560,20255,4569.6,-140.39,902.34
13561,19369,7320.2,98.81,366.69
13561,20224,4644.9,-103.04,594.16
13577,18733,8688.5,96.722,1153.9
13579,18236,9658.2,35.188,1163.5
13580,18235,9637.1,57.086,8158.7
13581,20200,4682.1,-18.587,823.85
13582,20238,4679,-65.915,3323.2
13583,18351,9628.4,-160.89,4304.5
13592,20641,3541.5,-324.92,1154.2
13610,20375,4252.9,-118.76,1487.6
13613,19676,6236,105.44,1540.5
13616,19216,7324.2,110.73,2698.2
13620,20008,5472.9,37.862,3533
13621,20007,5450.7,51.106,5065.9
13625,20015,5457.3,59.723,10695
13628,20616,3702.3,-71.249,697.48
13629,20614,3717.9,-166.57,1130.5
13632,20014,5468.8,25.73,1611.9
