x,y,z
8832.4,12494,-78.559
10247,13577,-188.45
8684.5,12484,193.82
8836.8,12463,165.27
8566.1,11656,55.277
9484.7,13570,-213.37
9446.3,13554,-124.75
9954.4,13622,103.48
11013,14518,-159.43
9658.7,13428,-337.23
9732.3,13242,191.86
8553.2,10733,90.482
8462.6,11895,275.66
8264.7,11054,-284.37
8589.8,11574,-196.9
8386.9,11533,-318.35
9491.5,13394,-213.42
10869,14831,-314.36
8756.2,12582,-262.47
8703.1,12457,-177.85
9135.3,12793,-308.5
9698.5,13449,-353.86
9677.6,13452,-373.37
10176,13573,36.545
8965,13088,-327.9
8476.3,12067,282.92
8780.5,13034,-181.04
9365.8,13487,-278.41
9883.7,13568,329.34
8696.3,11216,73.735
8184,11264,-119.22
8562,11939,115.92
8442.2,11146,266.56
8494.7,11206,215.62
9080.8,12746,-213.39
8168.5,11127,-103.07
8159.8,11221,1.81
8151.6,11280,-123.47
8175.6,11297,-172.02
8239.1,10683,-330.07
9943.1,13741,-235.28
10312,13536,20
10347,13656,-22.794
10192,13556,177.77
8707.4,12972,-87.206
8569.7,11350,-296.78
10310,13554,-121.88
8728.9,12020,188.19
10488,13665,-94.195
10837,15109,-193.4
8597.4,11985,-293.49
10051,13749,125.93
10059,13735,172.03
8653.3,12217,-364.74
8704.6,12913,231.36
8680.2,11640,212.14
8674.8,11645,234.89
9693.5,13440,-456.39
9005.3,13194,249.93
11107,14506,-423.47
8728.4,12968,-123.55
9180.6,12862,210.41
8245,11271,-286.63
8931.5,13271,-64.344
8966.4,13268,-118.31
8961.8,13272,-75.543
10085,13712,194.42
8885.5,12483,126.77
8902,12479,173.07
8392.7,10771,-359.53
8777.3,13037,-150.89
8466.9,10645,-344.96
9119.3,12754,-108.2
8207,10908,91.278
9731.2,13515,-248.33
8220.4,10918,116.92
9675.8,13440,-262.22
8252.4,10674,-161.48
9539.6,13298,-386.75
8225.5,11786,-200.48
9668.7,13675,-333.51
8175.6,11668,-117.8
10099,13641,-227.62
8376.3,11097,-326.89
8503.6,12023,-320.61
8475.3,11997,-306.68
8311.9,12220,26.445
8215.7,10960,172.65
8302,10930,259.75
8309.4,10928,264.39
8761.2,11956,-34.34
8166.4,11336,86.156
9465.5,13626,15.968
9676.8,13712,79.87
9193.3,13088,-345.15
9683.3,13128,-149.1
8501.1,11491,-311.89
9250.2,13337,261.05
8357.5,12227,199.24
8405.4,12243,177.18
9238.9,13057,-348.03
8650.8,12388,224.31
8707.7,12559,-205.96
8725.5,12637,-280.51
9353.6,12968,173.43
9373.9,12975,196.65
8534.4,11758,-386.06
8750,12046,-157.14
10066,13351,157.99
8163.3,10921,-79.027
9892.8,13565,188.28
9173.9,12774,-142.32
8617.4,11914,-236.8
8590.1,12125,148.83
9326.5,12904,151.8
9344.1,13540,-237.4
8398.2,11382,-396.65
9301.5,12918,212.55
8473.6,11251,-336.36
8210.9,10922,130.5
9041.4,13468,-348.3
9518.1,13577,-274.41
8405.2,11856,-309.83
9226.3,12826,96.685
8760.7,12027,-123.38
8738.1,12701,-276.58
9405.5,13525,-167.48
9801.7,13291,296.91
8566.9,10729,-281.9
9264.4,12862,-47.825
8707.1,12750,-266.39
9275.3,12830,154.46
9261,12852,178.19
10035,13720,-21.87
9505.7,13476,-288.08
8878.4,12980,-73.481
9274.4,13083,-351.73
11041,14606,-286.3
8749.7,12193,189.96
8223,10955,120.85
8236.3,10977,91.609
9910.3,13341,-352.95
9985.9,13361,-458.25
8888.4,13016,242.04
9857.3,13593,238.94
9528.8,13524,-271.45
9948.5,13505,229.99
9974.3,13522,232.62
9950.6,13490,294.31
8601.2,11360,-247.04
10283,13577,-180.6
10252,13525,-119.12
8175.2,11584,-91.812
10274,13540,-166.92
8085,11600,-22.561
10289,13564,-182.81
10266,13564,-140.63
8228.1,11595,-6.8725
8112,11537,10.287
8298.5,11421,366.35
8377.4,12375,-167.65
9035,13413,50.355
9696.8,13165,-298.45
8526.5,10653,-339.97
8365.3,12352,-15.25
8817.6,13198,80.192
8856.9,13180,74.515
9156,12883,-309.3
8495.7,10833,123.87
8600.2,11121,-290.17
9777.5,13250,-319.78
8649.7,11636,160.55
10738,15170,-349.21
8665.4,11653,147.69
8543.7,11610,22.469
8657.7,11642,118.94
9444.7,13072,-204.2
9269.7,13056,-293.03
8624.2,11653,70.642
8711.7,11715,155.26
8641.9,11684,79.186
10195,13374,-152.24
8673.4,11665,115.1
10737,13919,-334.54
9958.9,13665,252.57
10154,13700,-142.1
8895.2,12637,-291.28
8400.8,12281,-245.83
8449.4,10625,-14.391
8100.2,11257,-2.1257
8772.7,12299,-228.91
8355.7,10821,178.75
9213.5,13276,-316.12
8303.4,11693,324.44
8637.2,11817,92.035
8731.9,12028,-123.93
9307.2,12999,227.65
8529.2,11784,-360.19
8188.8,10741,-191.94
8119.5,11614,90.248
9279.7,13285,234.65
8263.9,10594,-113.92
10897,15132,-172.17
8778.8,11863,125.91
8250.1,10804,-294.33
8251.8,10756,-301.97
8150.1,11632,-61.326
8076.7,11628,-150.2
8647.4,12464,-171.25
8914.8,13275,221.41
9020,13332,105.35
9917.9,13186,129.76
8680.5,10972,118.56
8576.1,12547,115.64
9021.5,13297,-129.34
8290.4,11568,269.83
9769.3,13267,-379.31
9054.9,13203,-281.24
8501.8,12532,83.234
8063.6,11461,-130.86
8501.1,11465,211.68
8236.4,10912,81.073
10213,13330,33.717
9743.2,13108,-62.511
10862,15156,-200.56
10876,15106,-262.2
10819,15111,-284.17
10866,15122,-261.18
9137.5,13387,-430.03
10832,15158,-261.61
8615.3,11342,-198.31
8659.4,11381,-184.38
8630.1,11326,-248.6
8630.4,11338,-210
8625.6,11332,-184.56
8414.5,10610,124.4
10006,13239,27.477
9734.8,13440,-379.98
9697.5,13426,-368.01
9995.7,13717,-12.386
9306.3,13096,-467.72
9698.3,13437,-361.36
9677.1,13446,-391.46
9708.9,13444,-365.11
9686.2,13434,-352.68
8604.2,12156,-360.77
8811.2,12436,15.433
8360.7,11542,372.46
8586.2,10690,104.44
9818.9,13767,-118.47
8461,11756,-338.61
8518.7,11736,-349.19
9014,12632,-228.02
10107,13560,202.05
9282.6,13180,-358.58
9722.3,13221,199.52
8870.9,12562,-263.05
11022,14392,-320.66
9528.2,13578,-324.36
10871,15119,-228.11
9803.1,13526,452.03
8671.3,12563,186.07
8491.4,10862,-315.5
8346.1,11054,-329.05
8354.5,11012,-306.37
9184.1,12889,-313.05
10282,13603,-59.743
8186.1,10719,-151.12
8188,10648,-101.72
10132,13440,101.35
9340.5,13208,-343.56
8591,12243,213.6
8547.6,12230,277.51
8225.1,10878,118.92
9886.8,13373,316.12
8206.8,10630,-107.28
10237,13545,179.12
8630.7,12112,330.94
9375.2,13110,-334.26
10222,13455,-115.91
9439.3,13321,-391.38
10263,13447,-152.2
8216.1,11349,-223.83
10351,13668,-119.61
9917.1,13212,-22.85
8626.2,11068,-254.61
9241.2,12974,-326.07
8572.8,11036,-238.6
9704.3,13458,-368.79
8604.9,11046,-292.58
8600.6,11031,-290.37
10127,13769,23.298
10759,13986,-289.18
8148.4,11221,64.593
9606.7,13693,98.188
8562.2,11129,-314.12
8544.9,11140,-323.48
9852.7,13153,203.16
8415.5,10524,-145.97
8455.7,10706,-190.08
8423,10674,-320.96
9666.8,13192,40.731
8856.8,12436,-55.347
8168,11171,121.59
9429.3,13046,-201.96
10101,13629,174.79
9090.1,12644,142.28
9139.6,12715,177.77
8511.1,11042,-321.39
8686.6,12416,92.744
9107.9,13139,308.95
10836,15043,-285.56
10824,15026,-285.36
10749,15116,-326.22
10087,13685,233.58
8837.6,12644,-143.77
8494.2,10537,-162.17
8552.7,11026,-290.62
8230.7,11027,-127.84
8544,12346,-86.777
9974.4,13460,303.46
9906.3,13475,319.57
8662.8,12380,-325.73
8587.3,12303,-164.39
8650,12323,-248.94
8116.4,11678,58.45
9498.5,13444,321.88
9686.8,13234,152.38
9354.8,13091,-334.17
11010,14458,-337.42
8666.4,12293,-336.12
11030,14462,-326.03
8761.7,12818,-249.25
9966.2,13672,-263.28
10228,13417,36.812
8901.7,13251,63.707
8981.4,13232,-142.04
10251,13403,-40.841
10999,14500,-302.53
8698.5,11777,100.53
9603.9,13510,-435.97
9564.3,13536,231.19
10046,13491,-348.11
8451.2,10888,-309.13
8202.8,10899,130.43
9346.1,13409,-340.88
8266,11701,-174.97
8260.1,10792,53.933
9066.8,13378,175.51
8137.7,10883,79.933
8153.8,10783,161.19
9737.1,13464,-380.39
9721.6,13432,-338.04
8669.3,11088,132.93
10074,13258,-1.8931
8643.1,11077,116.42
9344.7,13199,-354.14
9456.1,13579,127.2
8195.8,11859,-212.77
8660.1,11598,-60.853
8461.6,11579,260.43
8496.3,11194,-355.1
8331.3,11264,-314.62
8154.7,11894,102.74
10379,13592,-130.59
8169.5,10915,-171.72
8627.2,12366,177.86
9057.5,13430,0.48268
8585.7,11243,-288.34
8559.7,11519,-343.9
8838.1,12394,-172.2
8148.1,11779,114.92
8119.4,11772,158.67
10213,13412,-38.429
10090,13570,108.18
8653.1,12606,-17.492
9055.6,13396,115.54
8743.8,12511,152.82
9305.7,12862,-54.342
8366.7,11547,107.6
9162.2,12843,-256.71
9025.2,12699,-157.72
8626,12206,223.1
8058.5,11017,-102.84
8153.5,11215,76.959
8436.9,10812,-347.37
8318.9,12228,42.561
8935.3,12688,-359.5
8187.9,10733,-133.61
8649.8,12803,9.0891
11040,14351,-309.42
8163.4,11748,91.452
8572.3,10923,161.83
9509.8,13591,-247.61
8252.7,11632,232.66
10328,13509,-22.988
8713.1,11774,112.44
8607.5,11351,-227.3
8432.5,12349,448.79
8299.6,10725,-361.56
8639.4,11666,-205.9
9203.5,13300,-272.64
8635.6,11681,-158.42
8679.9,11675,-211.58
8746.9,11704,-327.61
8700.4,11626,-232.35
8706.8,11729,-232.48
8311.8,10790,-321.64
10309,13518,18.716
8633.5,11333,-165.25
8159.1,10950,54.091
8148.4,10761,94.71
9175.7,12725,-123.23
9534.1,13068,-218.76
9445.9,13444,-354.45
9153.3,13296,276.29
8626.1,11451,-223.32
8991.6,12839,-335.05
8264.5,10950,206.34
8308.7,11082,-335.6
9397.4,13372,-318.92
10040,13355,170.26
8366.1,11694,-317.01
8503.7,12256,219.59
8440.3,12244,197.9
10235,13736,-130.6
10244,13698,-159.64
8913.7,13117,-320.35
8551.2,11122,303.88
10097,13639,-276.11
8737.2,12183,-281.91
8671.8,11994,172.26
8461.9,12179,-149.73
8706.7,12691,-269.25
8361.2,11667,-322.04
9838.3,13745,7.5916
8325.1,12252,-252.97
8449.6,10788,161.02
8502.2,10756,137.78
10980,14427,-330.12
10954,14310,-364.76
8627.8,12296,-316.26
8763.4,12318,-265.55
9265.1,13548,-139.31
10849,15128,-236.63
10868,15147,-285.02
9443.9,13381,249.4
8057.2,11694,34.881
8428.7,11719,224.07
8383.1,11542,264.53
10691,15217,-320
8513.1,12028,-396.74
8716.8,11816,62.534
10237,13604,119.9
10146,13551,213.07
8710,11979,-181.2
9188.5,13054,-406.79
8689.2,11920,-233.75
8720.5,12962,-154.8
9230.1,13026,-362.62
10965,14383,-372.45
8719.1,12471,157.59
10967,14404,-335
10974,14382,-353.57
9145.5,13336,-264.51
10972,14372,-330.12
10943,14378,-347.06
10974,14372,-349.43
10981,14378,-313.11
9028.5,12651,182.04
8990.9,12601,-223.2
10964,14394,-312.74
10935,14399,-314.61
10988,14388,-339.02
10958,14361,-340.03
10968,14380,-335.13
10975,14377,-305.13
10981,14398,-323.78
8694.8,12108,170.15
10961,14406,-344.02
10974,14406,-356.88
8764.4,12216,-219.05
10959,14411,-338.21
10997,14377,-302.9
8238.3,11611,-294.97
10986,14381,-387.61
10985,14385,-348.17
8571.5,12218,168.55
8790.5,12056,-165.81
9503.5,13607,-262.83
9497.4,13460,-241.55
9512.1,13544,-298.88
8597.7,10800,-194.84
8710.1,13002,-85.131
8143.7,11281,49.643
11043,14393,-285.69
8671.3,11931,200.61
8649.1,11931,233.23
8635.7,11350,55.926
8605.5,12480,-275.26
8607.3,12475,-280.88
8469.2,12126,-292.01
9084.3,13172,-317.11
9126.6,12871,-276.84
10107,13396,-208.61
8356.1,10953,-9.7831
8235.3,10905,88.039
9439.7,13593,-19.471
8379.2,12005,-305.1
9499.8,13575,178.1
9498,13618,81.791
9282,13111,333.78
8426.5,11208,303.87
8767.4,12750,314.66
8243.2,10908,104.8
9017.7,12486,-115.87
9294.4,13594,325.75
8628.4,10940,97.656
8502.5,11154,229.01
11020,14438,-292.01
10750,15074,-210.62
9844.6,13695,-165.05
8857.7,13187,64.328
8841.8,13160,66.073
9546,13321,-472.47
8615.3,12186,355.4
8826.2,12909,-346.03
8659.6,11000,83.915
8626.5,10998,216.37
9550.4,13116,-253.64
8684.6,11927,175.93
8713.2,11965,58.361
8757.3,12055,91.741
8675.3,11923,-10.705
8637.6,11172,-145.01
8387.6,11199,-366.98
9242.6,13187,-322.73
9150.8,13271,-322.64
9151.2,13256,-315.76
9152,13271,-306.18
9139.9,13246,-298.77
8153.2,11828,14.934
9145.1,13268,-312.1
8363.8,11294,256.61
10848,13910,-276.98
10766,13945,-157.03
9059.8,12617,-31.867
9061.6,12606,-22.945
9519.9,13603,-243.86
8675.5,11915,-305.02
8533.4,12484,160.02
9627,13594,-282.37
9089.2,12588,17.136
8766.8,12942,-118.24
8349.8,10461,-246.03
10120,13612,-208.98
8138.4,11582,169.83
10255,13671,61.528
10299,13707,-33.871
9038.7,12630,-9.812
8433.6,11890,375.6
8438.9,11684,-298.47
8382.3,11767,-294.26
8436.8,11662,-315.62
8585.3,10897,151.1
8868.8,13092,-280.74
10950,14805,-356.62
8614.2,12903,-136.31
10909,14840,-383.52
10890,14814,-346.03
10940,14798,-393.16
9176.8,12812,160.44
8976.8,13298,-102.22
8061.4,11635,130.7
8100.9,11862,139.66
8752.4,12778,-287.8
8241.2,11828,-174.34
8190.8,11384,-71.779
8521.4,12544,72.677
8566.4,11921,-310.36
9552.3,13531,-311.14
9605.6,13522,-292.45
8894.9,12997,259.85
9422.4,13310,-333.41
9427.5,13308,-364.46
9522.6,13574,-268.66
8264.6,11409,239.79
8572.8,11946,-336.41
9222.9,13404,-31.349
8244.3,12124,-96.723
9391.3,13293,-289.64
8512,11437,-337.58
9636.3,13110,-69.224
8770.8,13019,-197.44
8976.3,13326,4.8265
9361.2,13167,-350.08
8208.5,10896,126.26
10851,15043,-286.95
10853,15081,-263.14
9704.6,13143,-137.07
8739.7,11988,-47.097
9064.8,13324,-179.98
9501.4,13581,-245.75
8771.6,11957,-415.48
8343.2,10738,-328.59
9948.8,13486,274.32
9438.1,13576,196.76
8668.7,11537,109.34
8375,11872,-322.13
9981.3,13482,-325.91
8253.5,11345,149.32
8161.9,11054,18.316
8176.8,11706,-50.467
9569,13552,286.75
8333.5,11587,-268.15
8435.7,12051,-303.14
8484.8,10629,-286.53
8410.8,11065,289.62
10061,13738,15.821
8305.6,10674,125.39
8817.4,12490,-134.7
8952.7,12928,-327.7
9585.7,13310,348.15
8353.8,10622,68.212
10224,13442,-227.28
9996.1,13418,-284.67
8258.3,11829,167.23
9385.3,13545,138.17
10902,14402,-339.52
9440.1,13260,-355.89
9596.5,13381,384.43
8280.7,11063,218.79
8738.1,12790,204.27
11004,14601,-290.29
10977,14606,-272.75
8747.7,13018,-155.05
9526.3,13544,-212.61
8722.3,12433,189.61
9128,13474,193.16
9197.4,13248,329.75
8433.8,12074,242.98
10730,13801,-355.2
10182,13525,197.07
9834.9,13215,-49.508
10943,14841,-341.23
10241,13418,-92.016
10282,13588,127.6
10288,13540,82.646
8339.3,11282,-310.38
10806,15046,-284.61
9738.5,13604,292.79
9347,13554,-107.2
8705.3,12133,138.14
8738.3,12111,159.29
8668.3,12778,-175.53
8803.2,13084,-180.68
8129.8,11313,4.9868
8527.2,12412,179.27
8947.1,12979,-329.65
9063.6,12983,-358.6
9225.5,13141,-298.87
8825.7,12355,113.1
8466.2,11032,-296.86
8819.1,12457,-200.55
9229.3,12773,-134.15
8255.5,10884,112.48
9194.7,13379,-218.02
10356,13690,-120.42
8660.6,10869,-29.172
8902.7,13156,-185.66
8225.3,10812,-3.1205
8140,11699,-236.25
8469.3,10667,-328.47
9618.2,13389,343.64
10033,13237,116.07
8408,12000,267.68
10619,13791,-299.13
8545.5,12039,278.89
8526.1,12186,-317.93
10751,15123,-233.54
10937,14689,-274.43
8348.3,10455,-369.54
8680.3,11538,69.445
8621.1,12725,13.038
9379.4,13117,-350.51
11015,14300,-269.44
8975.4,12945,342.38
9772.2,13138,317.62
8149.7,11522,88.953
8651.4,11174,146.64
10882,14014,-223.62
9763.4,13245,-325.91
9776.9,13291,-351.45
9278.9,12865,-98.988
9885.8,13154,-37.897
8648.5,12388,279.74
9320.9,13583,236.2
9175.4,12785,-185.41
9444.3,13216,-409.57
9218.4,12798,-181.41
9836.7,13723,115.48
10251,13696,11.939
10269,13663,-30.797
8385,11438,341.06
9222.2,13462,101.14
8691.1,12055,33.199
9112.1,13376,-153.04
8889.2,12460,-5.8886
8805.7,12442,-461.4
9724.9,13198,235.49
8402.4,11907,254.98
9316.8,13279,341.87
10348,13685,-20.953
8779.9,12372,-243.82
8358,10906,290.27
8400.8,10927,283.99
9599.4,13612,-231.78
10325,13494,68.115
8489.5,10779,-309.88
8778.5,13129,-28.449
9271.6,13395,207.72
8485.1,12725,88.711
8690.1,12836,129.31
9491.7,12994,-125.23
10267,13670,-42.059
11012,14339,-292.13
8849.1,12680,-325.4
8353.5,11734,-280.46
9306.6,13067,-214.48
8506.6,10995,-318.87
8481.1,11056,-306.83
8341.7,11379,342.66
9870.3,13202,-64.564
8144.6,11422,278.99
8891.8,12416,79.265
9790.3,13113,-277.62
9746,13138,-14.029
8774.3,12369,-192.16
10568,13839,-270.41
8633.3,12947,83.307
8269,10915,128.22
10118,13315,127.64
8216.9,10884,138.15
8231.1,11727,164.46
8264.1,12214,-200.96
8466.4,12233,171.21
8463.7,11275,-316.75
9984.8,13391,-353.68
8700.7,12382,209.14
8087.1,10818,-215.19
9536.2,13334,322.62
11015,14282,-340.6
8453.3,10672,41.6
9441.2,13390,287.08
8593.4,12467,200.97
9749.1,13154,-277.87
9157.2,13373,-194.34
9168.9,13325,246.38
10276,13665,13.651
9146.5,12935,283.88
10898,14809,-287.85
8781.8,12341,-218.9
8725.3,12553,232.52
8649.3,12318,-382.82
10992,14665,-304.27
8691.9,11536,-108.69
10525,13739,-138.1
9743,13375,-347.08
9088.8,13151,231.09
9016,13083,252.44
8572.9,10835,30.465
8479,10775,-116.96
8553.6,10770,-20.062
8561.9,11267,254.71
8200.3,11127,368.04
8518.1,11941,-341.5
10301,13675,63.353
10209,13414,72.284
9110.1,13411,51.816
8920.4,12516,-192.81
8492.4,12322,156.98
8711,11863,178.06
9281.5,13481,-104.98
8838.9,12020,-360.09
8583.2,11788,-510.97
10939,14371,-296.77
10937,14342,-336.73
9038.2,13023,-345.63
8655.5,11803,43.96
8657.3,12658,-244.58
8261.1,11176,213.17
8556.5,11848,-318.83
8250.4,11351,227.18
10217,13725,-0.86641
9392.8,13542,169.67
9313.9,13587,-4.4718
9629.6,13569,-328.32
8054.2,11672,453.79
8334.4,12012,389.32
9944.7,13328,268.4
9415.9,13440,-304.14
9445.4,13403,-343.52
8504.8,10873,-245.31
8630,10878,26.889
10894,13942,-382.36
10857,13963,-343.64
8575.2,10919,-31.447
8682,10885,99.157
8515.2,10886,-55.296
8429.4,10861,-166.27
10170,13383,-238.26
8609,10895,-0.35484
9534.7,13052,-181.3
10766,15022,-303.2
8626.5,10891,-45.453
9781.3,13173,-91.369
8614.1,10993,-31.044
9201.3,13427,-38.098
9842.7,13448,-252.49
9524.1,13553,-269.64
8075.9,11670,-39.051
9937.1,13755,-40.425
8496.1,11045,289.25
8324,10554,-209.11
11003,14416,-216.52
8674.5,11463,-146.56
9915.4,13206,-63.712
11001,14605,-230.41
11023,14564,-310.69
9669.2,13101,-204.59
8242.4,10620,-262.21
8254.1,11104,230.1
8441.6,10904,-399.85
10142,13650,-256.58
9776.1,13659,-269.22
10061,13400,-273.25
8231.7,10896,164.69
8709.9,12735,-235.12
8205.4,11145,-270.38
9138.7,12733,198.08
8355,11091,234.31
8520.7,10669,-66.083
8462.4,11021,272.43
9637.6,13265,-360.13
9556.2,13174,-275.24
10990,14309,-355.26
8261.8,11435,230.47
8830.2,12587,-256.33
8767.1,12480,162.52
9908.8,13653,238.91
8470.5,10872,-283.58
8875.5,13227,-29.636
8486.1,10659,114.46
8464.6,10639,44.776
8101.7,10798,-36.691
8505.9,10664,56.85
10446,13627,-118.68
9131.3,12850,-324.59
9123.2,12850,-307.84
9982.4,13684,173.29
9080.5,12832,-284.56
8808.8,12290,78.777
8716.2,12313,175.76
8218.4,11151,-2.0536
8638.3,10888,-48.616
9492.2,13636,-79.943
9529.9,13559,-247.36
9749.8,13227,67.78
8508.1,11431,291.18
8489.2,10585,-139.81
8493.1,11232,296.85
9134,13436,-81.333
8779.9,12031,-162.91
10692,15106,-192.47
10749,15158,-314.18
8702,12539,-222.17
10753,15136,-274.99
8120.9,10804,-72.976
8207.9,11302,-26.825
8293.8,11259,190.05
8062.1,11573,179.73
8169.2,11134,115.92
9414.3,13615,283.36
9543.6,13559,-307.11
8505.9,11336,-15.231
9735,13132,20.006
9198.8,13421,-194.11
9163.1,13426,-56.581
10825,15099,-248.83
8402.1,11281,-306.07
10899,14265,-281.34
9300.6,13546,83.549
9820.6,13702,-87.133
8404.2,12131,-355.99
8796.9,11965,-359.08
8473.5,10855,-317.96
8420.5,12462,-1.7126
8468.7,12491,60.404
8388.8,10552,87.412
8198,11035,48.157
8297.5,10875,-302.28
10222,13439,-353.31
8326.6,10836,-348.64
10783,15053,-295.83
8233.6,11917,-260.58
8246.9,11928,-258.51
8822.8,12233,-32.564
8823.9,12255,-27.53
8822.4,12258,-58.605
9162.9,13274,-319.12
8345.1,10527,-1.497
8576.4,10891,-265.56
8242.3,11176,196.38
8357.8,11494,265.66
10886,14799,-288.31
9135.9,12699,-175.69
8540.6,10634,-35.956
9526.9,13206,-345.29
8557.2,11606,324.45
8893,13090,-95.306
9980.1,13655,-291.95
9249.1,13010,-364.56
8596.1,12606,-126.55
8696.1,12633,-229.64
8312.3,12030,-242.44
8098.1,11718,-133.58
9308.5,13488,93.941
10189,13758,-160.53
10803,13999,-324.67
9605.1,13619,-245.57
8222.1,11997,-146.72
8828.2,12918,293.41
8238.3,11076,260.79
8291.7,11039,258.01
8668.8,11950,227.08
8689.4,11982,108.01
10127,13329,-128.19
10011,13605,-450.27
8494.1,11922,356.6
8879.2,13153,361.72
9207.7,13471,-331.86
8680.3,11909,-195.72
9245.5,12788,-246.67
9096.2,12751,-51.622
9052.2,12662,-243.11
9226.4,13446,81.585
8223.3,11772,-11.627
9285.4,13046,-399.62
9041.5,12759,53.536
9208.8,13481,113.75
8718,11606,101.48
9818.8,13643,45.344
10032,13761,-114.78
10011,13713,-160.98
8643.4,11677,168.61
8735.1,12304,174.26
9078.1,12786,212.44
8266.6,12145,-248.67
9352.3,13550,-175.85
8965,13283,-122.54
8197.6,11528,-204.34
8621.2,11897,-354.64
8655.8,11943,-295.73
8703.1,11979,-208.05
8651.6,11947,-219.38
8715,11946,-246.15
9336.7,13541,-155.11
8128.4,11238,223.27
8345.8,12297,-157.92
8410.5,12061,141.35
8232.6,12111,-137.07
8251.9,12105,-187.33
9839.4,13716,-124.23
8672.3,12370,-300.75
8649.8,11145,-11.111
8737.8,11829,72.66
8436.7,10610,51.561
9084,13166,271.72
9161.6,12834,-254.65
8278.5,11038,166.25
10028,13582,-342.93
9487.4,13072,-290.24
10972,14219,-286.34
8280.1,10502,-160.86
11011,14567,-312.27
9423.9,13464,163.91
8625.2,11556,-171.49
8457.2,11593,-289.19
8183,11225,152.34
9323.5,13195,-333.04
8921.4,13179,-99.087
9180.2,13512,141.67
8337.9,10489,-196
8415.8,11034,-296.04
8722.1,11924,104.62
9718.1,13348,-377.45
9731.9,13437,-377.01
8501.9,10666,-322.87
8527.6,11298,-290.02
9560.7,13136,-261.7
8590.3,11246,-330.7
8391.1,11252,343.32
10389,13699,-173.13
10205,13609,-77.689
8450.3,10619,-325.79
9959.8,13486,45.855
9898.7,13587,297.42
9109.2,12567,1.3461
8398.4,11233,-312.46
8440.4,11261,-325.12
10986,14468,-228.49
8770.7,12602,-271.85
10098,13736,-244.36
8714.2,12419,-269.93
8272.6,12035,-291.43
8289.4,12045,-294.75
8277.3,12137,-140.29
8418.3,10574,-306.36
8413.9,10572,-339.46
9229.8,13039,-342.79
8216.2,10733,-275.3
9457.5,13422,-335.3
8529,11199,277.01
8795.1,11873,88.533
8492.4,11801,-307.64
11075,14615,-352.97
9055.5,12787,-308.68
9805.1,13207,214.51
9182.7,13070,270.87
8701.5,11692,181.63
8819.2,12398,145.98
9437.1,13346,-313.94
11006,14710,-315.87
8252.2,10899,131.6
11008,14709,-326.11
11004,14716,-310.47
8129.6,11649,-36.393
9132.6,12885,-328.61
8240,11900,212.71
8364.8,12329,-58.653
8159.3,11656,-141.11
8704.7,11630,-9.7572
10860,15042,-290.69
8426.1,12241,247.58
8183.5,11005,-181.77
9228.7,13491,-125.81
10057,13382,51.439
8793.9,12358,-221.91
8683.6,11807,217.85
10617,13810,-224.26
10155,13501,-232.64
10044,13255,25.875
9965.3,13199,40.768
8592.5,11570,-290.49
8434.6,10639,-384.15
9634.5,13456,316.05
10001,13501,-375.61
8166.7,10800,-168.21
8753.3,12090,70.659
8799.1,12100,20.152
9359.6,13473,-342.98
9125.3,12786,-149.13
8577.3,11393,195.46
9413.1,13458,-327.88
8293.9,10921,111.57
10782,13914,-306.65
9246,12869,-79.992
8641,11515,-105.88
8968.3,12756,-365.31
8484.3,11035,-329.64
8540.1,10705,-25.334
8731.5,11788,-166.17
8190,10813,-234.83
9008.2,12933,-320.12
8779,12901,-279.03
9842.5,13757,188.78
9982.6,13743,-104.78
8404.5,12077,272.97
8440.4,11499,-364.06
8632.9,12958,-46.378
8938,12313,259.18
8475.1,10441,-187.01
10160,13437,187.52
8726,12893,-152.92
8995,12577,245.79
9634,13703,67.019
9729,13212,280.43
8736,12058,-267.35
8206,11372,143.81
8555.8,11637,-288.42
9938.9,13261,-194.46
8666,11419,121.76
9735.2,13573,-301.98
10905,14806,-362.39
8433.8,11113,-476.3
8310.6,11403,-301.24
9541.6,13702,201.46
8688.8,11908,209.93
9270.8,13309,-324.14
8619,10905,65.662
9519.5,13056,-304.9
9481.7,13394,-248.58
8737.1,12036,-170.22
8739,12058,-361.01
10072,13668,16.384
9566.2,13056,-202.56
9360.3,13605,38.03
10342,13653,6.1125
8549,10749,-128.4
8827,13177,82.748
9701.9,13705,-164.39
8483,10509,-215.86
9760.5,13642,-258.95
8290.4,10755,-22.805
8729.7,12938,214.98
9164.5,13362,154.92
8358.3,12319,-116.36
9528.8,13048,-169.49
9231.3,13124,-323.08
8830.5,12526,-330.65
8711.7,12191,-269.74
8519.2,12281,-447.26
9434.2,13447,253.33
8673.9,11790,226.32
8497.3,12234,236.26
8475.9,10534,-154.2
8511.2,12057,305.85
8315.9,10724,-271.82
10126,13366,-147.05
8701.7,12849,-64.401
8492.1,11846,169.96
10143,13343,-148.22
8262.3,12025,218.12
9958.8,13514,-299.96
8760.5,12419,-220.93
8895.7,13317,106.04
8792.1,12550,-272.06
10846,15068,-344.44
8751.6,12525,-272.76
9477.3,13548,-285.06
8690.5,11355,11.157
9356.8,13215,6.7269
9519.5,13094,164.25
10904,14777,-199
9787.6,13741,298.63
9641.1,13774,288.9
8412.6,12436,-117.7
9910.6,13209,-32.494
8583.7,10919,122.23
9283.4,12997,-319.83
8132.2,11740,-86.764
