x,y,z
8715.9,12869,41.193
8581,12042,-352.72
9778,13153,-108.41
9378.8,13494,-168.1
8622.8,11217,-293.51
8946.2,13278,-76.038
8505.5,11024,-338.14
9072.1,12685,-289.97
10900,14064,-358.58
8442.7,11146,291.41
10100,13586,-336.57
8068.9,11775,-258.58
8502.4,11571,213.79
10934,14609,-319
8324.7,10947,261.83
9617.1,13478,-378.66
10806,15123,-217.11
8574.7,12221,199.73
9631.9,13709,-126.28
8316.7,12015,-194.26
8340.5,12006,-355.01
8416,12159,241.87
9929.2,13388,278.86
10123,13368,-28.043
9857.9,13384,390.72
8154.4,11626,328.77
9033.2,13102,-262.57
8365,11687,285.88
9455.5,13631,-150.16
8464.6,11914,-344.15
8552.2,11987,278.77
9779.3,13322,-411.23
8755.5,12955,-146.94
10829,13944,-270.62
9694.7,13269,-353.16
10960,14483,-386.43
8315.6,11139,-361.13
8261.2,11081,-329.64
10950,14217,-340.57
8426.6,11270,-406.04
9283.2,12976,-302.3
8151.7,11837,-96.733
9508.4,13158,-367.58
8419.4,11769,-276.53
9940.9,13444,-381.92
8655.7,11938,-169.31
10822,15078,-286.27
10816,15110,-277.73
8200.7,11518,-188.66
8627.3,12369,177.8
8682.5,11307,-275.59
8658,11587,279.51
9959.9,13501,-215.36
8576,11047,-311.78
8919.7,12464,-20.522
9730.3,13352,256.49
9252.2,13049,-381.39
9816.6,13421,-445.66
9550,13269,-395.07
9609.6,13254,-277.69
8276.2,11617,257.33
9442.3,13599,-178.84
9451.3,13614,-177.18
9467.8,13615,-127.43
10007,13411,-376.71
8706.5,11851,174.4
8706,11675,-61.756
10036,13393,-362.67
8348.8,11286,283.05
8749,12033,-198.4
8998.8,13286,-135.03
10075,13590,-349.99
8946.8,13285,-77.621
9026.9,13366,-201.68
8570.5,11876,246.55
8909.2,13040,-343.66
9182.1,13427,-208.69
8188.5,11772,115.06
8765.7,12817,430.61
8623.6,11657,-288.98
8529.7,11569,-279.82
10753,15171,-361.6
8383.8,11205,318.04
9090.7,12948,259.1
8982.8,13260,-150.87
8958.3,13294,-99.321
8948.8,13266,-147.74
8954.1,13287,-117.03
8956.4,13303,-95.437
8056.4,11641,-151.62
9553.6,13067,-172.84
8334.4,12296,-15.785
8380.4,10747,135.75
8179.7,11130,154.78
9088.6,12850,267.88
9074.1,12761,215.7
9990.6,13779,-72.204
10015,13787,-65.816
9960.7,13756,-34.185
9142.2,12959,-362.86
9899.2,13739,49.539
8277.2,11523,276.68
8783.5,12486,-214.82
9690.8,13439,-401.79
8185.1,11169,-82.617
8219.9,10721,-164.31
8187.2,10946,-179.88
9247.5,13056,-366.86
9702,13438,-386.6
8353,10527,-99.249
9035,12544,-49.516
10864,14016,-377.9
8517.6,12037,181.99
9032,12694,175.74
9054.7,12777,200.5
8573.8,11139,151.18
10027,13499,-352.02
8867.2,13150,-233.1
8749.7,12614,186.47
8742.6,12665,226.94
10150,13382,-235.35
9044.8,13366,53.698
9127.6,13404,56.899
8583.8,12014,-335.88
8885,13080,324.52
8634.3,11366,-176.18
10040,13568,-330.04
10070,13590,-311.5
10080,13587,-302.49
9931.1,13485,323.42
9949.1,13477,274.46
9148.9,13349,123.47
8684.6,12345,297.27
10951,14667,-258.89
9176.9,13119,442.54
8272.8,11044,287.83
8597.7,11314,-204.46
9202.6,12932,-320.46
9231.6,12889,-273.38
9254.5,13138,-318.55
10832,14804,-129.65
9432.8,12916,-104.6
8243.2,11477,-407.87
9417.9,13028,12.039
8487.9,11902,-352.76
9944.7,13368,239.75
10971,14862,-323.3
9985,13417,215.46
9946.6,13210,127.13
9535.4,13269,-360.39
9546.7,13292,-354.29
9340.9,13436,-333.36
8507.3,11716,-283.84
9046.2,13321,58.678
10112,13320,-100.56
10052,13278,-141.27
9553.7,13355,267.61
8898.7,12949,-333.46
9538,13211,-355.42
8635.9,12553,-226.18
8737.1,12620,-115.01
9505.4,13030,3.5979
8636.9,11776,-176.56
8822.9,12397,58.268
8800.3,12292,86.991
8781.2,12297,50.421
8799.1,12266,67.244
8772.9,12295,127.97
8920,13279,-74.527
8958.8,13279,-103.57
8066.1,11811,-202.65
10815,15122,-279.62
8996.4,12536,-41.802
8614.3,11896,-315.19
8670.4,11886,-285
9690.3,13616,-121.69
10075,13256,131.87
9508.9,13204,-334.06
9536.4,13205,-357.86
9525.9,13223,-374.52
8658.5,11005,-328.66
8492.3,12180,-118.35
9199.6,13088,-351.12
9522.4,13449,-403.42
8430.4,12345,-190.99
9640.9,13482,-350.51
8716.6,12502,-247.45
8979.2,13271,-118
8989.8,13272,-93.452
9953.3,13699,-305.51
9837.7,13736,-142.54
8480.4,12403,242.51
8471.4,10975,0.5655
10352,13588,-236.05
8551.1,11062,-296.33
9559.5,13266,-382.39
8373.9,12252,-260.99
8396,12179,-9.6429
8345.7,12378,-81.114
8594.2,12425,226.6
10952,14288,-310.32
9962.8,13761,38.556
9091.4,12663,-207.75
8701.9,12586,-284.46
10913,14510,-249.33
8955.6,12696,256.4
8997.1,12702,-306.76
8775.7,12863,-305.29
9521.3,13163,-333.32
9525.9,13203,-338.39
9531.8,13216,-345.9
9530,13210,-349.66
9025.7,12584,-55.838
9433,13423,-330.91
10956,14401,-304.81
9629.1,13122,194.39
8124.1,11567,-158.26
8904.6,12618,-316.71
8332.5,11723,-217.1
10067,13596,-359.76
8856,12838,-368.82
8893.7,12621,-152.13
8350.8,11392,-304.54
8576.5,11346,-343.03
8712.7,11543,27.027
8842,12905,-303.12
8865.6,12841,-307.3
10144,13734,-3.8833
9669,13679,115.01
8758.7,12288,-309.6
10005,13421,-359.97
10028,13436,-332.04
10055,13343,-83.936
8044.1,11140,153.07
9170.5,12982,-484.11
9990.6,13733,-99.547
8488.9,10927,-361.23
10152,13332,-90.665
9950.8,13355,286.3
8756.4,12649,-296.34
8669.3,11092,-189.69
9052.7,12586,168.13
8057.5,11461,244.27
8709,12569,-271.73
8308.9,12179,91.876
9689.2,13435,-359.48
9700.2,13446,-367.31
9702,13441,-385.76
9677.4,13434,-355.59
8681.6,12440,-200.47
8730.6,12701,-413.53
8531,12550,14.557
8646.9,11106,-228.21
8429.5,12142,-320.9
10005,13338,249.48
9960.6,13369,275.84
8596.6,11125,-261.89
9111.9,13300,-248.5
9339.8,13488,-13.966
8438.9,10692,96.647
8178,10894,-123.05
9917.6,13362,256.34
10935,14529,-286.75
8155,11369,-101.97
9166,12681,-274.32
8684.2,12573,-224.64
8332.1,10931,246.48
8334.2,10910,235.19
9353.3,13539,118.51
9809,13224,-326.25
8639.5,12571,-239.76
8372.6,12359,79.321
8604.8,12323,210.12
8242,11416,162.91
8442.3,12254,226.93
8896.6,12535,-208.58
8883.8,12519,-251.01
8758,12570,-93.786
8682.6,12002,-293.46
8678.5,11564,-213.41
8579.4,11104,-248.27
8469.8,11318,361.43
9471.9,13620,-17.268
10324,13570,-172.29
8172.3,11135,-266.72
10312,13571,-217.88
10296,13556,-209.5
8524.8,10592,-301.4
10235,13523,-171.68
10849,15017,-285.6
10818,15004,-248.75
8596.4,10849,-249.46
9263.1,12944,-303.16
9277.5,12912,-236.76
8612.8,11492,-271.91
10287,13672,-25.381
8574.6,11697,56.691
8701.2,11666,228.05
9768.7,13633,-317.9
8508.8,10908,-354.43
10661,13866,-260.17
8900.1,13214,43.598
8559.8,11242,257.51
8540.3,11696,-273
8266.5,11440,26.12
8691.4,11471,-103.09
8215.2,11784,128.03
9323.7,13542,-259.62
9784.3,13234,217.33
9922,13318,269.6
8121.3,11724,-2.6168
8453.2,11682,-255.98
8424.1,11180,-308.39
10815,14048,-312.5
8604.5,12618,-136.31
10838,14139,-304.23
8684.5,12591,-291.55
8601.5,11016,-263.95
8600,11846,-282.87
10929,14844,-198
10109,13354,129.88
10970,14837,-307.22
8585.9,12395,-290.99
8423.4,10535,-242.68
8471,12212,266.73
10072,13567,-293.42
8594.7,11067,-247.61
9510.1,12993,-103.3
8302,12094,84.398
9914.8,13380,314.09
8324.5,11185,264.31
8272.8,10605,-330.81
8629.8,12723,336.9
8646.1,12594,-226.42
8621.6,12498,-200.75
9394.3,13177,-370.9
8593.2,11051,165.1
9687.1,13486,-373.07
8571.8,11047,124.44
8397.7,12103,8.7122
8318,11490,-265.42
8255.2,11593,-316.81
8279.9,12096,142.86
9820.2,13213,107
9292,13254,-374.5
8274.9,12078,-111.65
9421.2,13590,-190.15
8838.1,12790,-366.16
8232,10807,111.02
8756.5,12776,-311.03
8489,12506,-124.52
8535.6,12145,240.64
9361.5,12978,-297.04
10945,14310,-340.61
10285,13553,-222.87
8445.9,12474,-57.383
10123,13421,39.959
8979.8,12967,-314.94
9063.7,13142,278.57
8768.9,12672,220.41
8632.8,12638,324.46
9129.7,13129,400.02
8544.5,12569,-56.042
8714.5,12859,168.62
8397.2,11184,305.14
8802.7,13160,-34.057
8650.9,11007,-166.23
8521.6,10612,-49.02
10004,13393,228.76
8217.3,11719,-215.41
9257.5,12801,-95.252
10288,13559,-193.62
8527.4,11300,-323.31
8201.3,12049,-134.91
8290.2,12089,-78.667
9055.7,13260,240.27
10074,13351,-250.56
8901.4,13133,-286.26
8339,11919,226.45
9910,13433,270.74
8850.1,13143,-257.9
9750.1,13427,-416.13
8047.5,11361,27.803
9510.6,13566,-252.42
9928.2,13421,277.01
9108.9,12703,199.97
8311.7,11133,-287.78
8536.1,11892,336.11
10058,13585,-332.16
9773.5,13499,-358.94
8645.5,12367,138.65
9776.5,13487,-386.56
8849.6,12923,-354.53
9852.1,13526,-332.81
9230.4,13085,-388.11
10933,14876,-312.88
9167.7,13048,283.5
9326.6,13326,194.01
8817.4,13125,-188.72
8555.5,10978,-272.55
8808.6,13064,-165.96
8556.1,10984,-294.16
8575.8,10984,-307.73
8565.8,10976,-301.37
8839.2,12875,-335.64
10042,13337,-1.7332
9807.8,13213,-201.29
10006,13612,229.92
8186.5,11806,-22.787
8582.3,11055,-187.1
8771.9,12320,157.61
10051,13349,184.86
10013,13690,76.162
10122,13594,218.47
8388.6,11796,-343.31
9850,13534,-338.57
8348.4,11254,335.78
10684,13854,-293.07
8632.1,11086,203.59
8640.8,12066,-179.57
8596.1,11026,148.42
8613.3,11096,122.85
8512.4,10542,-162.19
8620.8,11907,81.726
10769,13893,-359.97
8918.8,12526,205.71
10110,13466,196.68
8521.3,11098,-294.43
10001,13606,-201.7
8287.7,11782,-273.96
10951,14606,-339.1
8525.1,12001,-329.41
10944,14532,-278.18
8497.6,11959,-339.87
9874.4,13213,166.1
10907,14559,-315.84
8404.9,12493,39.879
8896.3,13054,-288.11
8654.5,11411,-111.37
8641,11349,-212.57
8562.6,11104,257.46
9388.2,13549,-201.99
10065,13459,-290.01
8484.7,10556,-92.668
8374.4,10982,-301.32
8275.3,11209,265.73
9510.4,13357,-310.22
8424.5,12193,-344.78
8424.9,12253,-301.23
9879.9,13670,-311.28
10935,14559,-247.44
10899,14536,-304.48
8188.4,11317,171.09
10211,13708,-154.78
8667,11121,101.84
10022,13778,-137.45
11054,14192,-264.43
8453,12343,246.17
10783,15134,-190.84
8439.7,12153,-267.72
8466.3,12316,112.28
8218,10908,93.844
8045.7,11566,-123.82
8375,12272,17.162
9872.3,13213,110.91
8265.4,12037,-201.69
8584.6,11686,-222.27
9024.8,12951,361.8
8559.9,10968,-225.65
9339.2,13559,-212.06
8660.7,11163,-48.82
9420.3,13527,-183.1
8665.6,11228,-150.93
9373.4,13515,-269.02
9352.6,13488,-311.56
8120.7,11292,106.04
8917.3,12475,162.25
8177.6,11829,108.4
8150.5,11765,-1.9213
8662.9,12367,-155.44
11005,14496,-300.72
9280.6,13483,11.485
8700.1,12284,126.03
9596.7,13492,-379.09
8714.4,12517,187.64
10210,13671,-105.86
9728.1,13270,-321.72
8223.8,11000,147.97
9717.6,13231,-236.76
8234.4,11056,-230.61
8232.8,11081,-273.93
9054.2,12940,-337.07
8238.4,11075,-245.83
8887.3,12496,215.18
10015,13488,-316.08
10028,13504,-323.59
8292.9,11383,211.05
10040,13505,-311.13
9544.3,13501,336.24
10961,14952,-411.25
9557.5,13183,287.59
10819,13989,-280.42
10115,13766,-99.586
10182,13752,-96.805
8226.7,10741,-32.964
8224,10915,93.236
8917.2,13254,-30.872
10610,13793,-349.31
10020,13762,20.131
8198.2,11331,24.43
8636.3,10875,-42.707
9535.6,13058,-23.479
8377.6,11368,262.36
10127,13303,-112.46
8807.1,12984,-299.39
8213.1,10930,94.296
9681.5,13117,135.37
8588.8,10957,146.46
8355.4,11576,281.74
9684.8,13439,-381.72
8182.5,10911,106.12
8654.7,11194,-161.25
8129.1,11863,10.584
10159,13399,132.07
10031,13231,51.464
8973.4,12934,294.03
9278.1,13278,-74.363
10353,13638,-176.6
8398.6,10806,32.535
8386.4,10809,65.389
8482.5,10878,27.978
8361.9,10807,0.21558
8361,10817,38.264
8294.7,10840,67.746
8260.6,10851,62.922
8297.8,10858,49.691
8543.2,11821,-290
8324.5,10748,57.384
8258.9,12183,54.62
8326,10849,-74.712
8468.1,12173,332.54
8229.2,10729,-173.67
10301,13690,-188.04
8297.9,10690,-174.26
10287,13684,-157.48
8408.6,10685,-24.128
10111,13447,-307.39
8324.1,10810,-65.616
8366.2,10908,-17.182
8389.9,10917,-86.729
8358.7,10923,-38.84
8349.9,10923,-35.038
8428.1,10968,-253.66
8470.9,10949,-228.48
8514.3,11453,-273.92
9275.7,13138,-317.65
9107.7,12966,-348.28
10274,13596,-163.32
9364.3,13402,-237.57
8302.7,10963,-176.37
8492.9,11001,-322.65
8552,10970,-244.69
10075,13344,-273.97
8898.4,12862,-383.25
8534.8,10976,-275.96
8866.1,13175,66.05
9750.6,13638,-298.36
8676,11647,198.15
8454.5,10598,57.856
8491.5,10621,-18.834
8778.4,12692,256.55
9642.3,13291,-372.08
10821,14035,-337.22
8822.6,12408,-164.6
8949.9,13297,-101.31
8166.9,11291,-7.7253
8403.9,10627,-275.47
8227.3,11836,-195.71
10135,13329,-179.57
8535.6,12527,165.84
10778,15128,-271.1
9275.9,13481,-86.397
9258.4,13510,-23.105
10048,13750,-88.648
8521.3,11331,-266.66
9965.6,13649,-296.93
8644.8,11262,248.89
10243,13654,-158.83
8190.5,10921,143.4
8677,12365,-315.57
8681.1,12452,-303.68
8712.9,12586,-274.15
9867.1,13367,-159.76
9145.5,13429,25.338
9357.8,13469,11.144
10221,13419,-222.6
10026,13341,-299.68
8489,11318,-189.71
8240.8,11451,204.13
8887.6,12478,94.115
10904,14083,-269.55
10080,13670,28.583
8335.3,10919,-320.68
10168,13661,-21.641
8742.4,12713,271.25
8125.4,11943,-119.53
8417.4,10506,-297.93
8995.3,13112,-342.43
8955.8,13061,-296.7
8972.1,13056,-305.09
10272,13564,-189.74
8084.8,10854,156.69
10290,13550,-188.43
10804,15099,-183.87
8427.3,10889,-312.62
9795,13158,88.373
9422,13563,-190.73
9336.1,13536,-211.51
9815.8,13260,237.27
9834,13702,-157.86
10091,13664,196.17
9949.5,13474,285.45
10931,14554,-316.1
10317,13734,-81.999
9323.3,13095,-466.07
8974.3,13298,125.13
10081,13383,-123.66
9808.7,13467,279.93
9797.7,13471,332.11
9784,13476,345.72
10832,15050,-248.73
9792.7,13476,335.86
8488.5,10600,-0.74964
9788.5,13468,350.79
10878,14980,-229.42
9791.3,13456,341.68
9798.1,13464,301.67
9797.8,13488,355.42
9787.3,13490,345.19
9843.3,13464,375.66
9789.7,13485,330.87
8669.6,11196,-184.31
8914.4,12890,-405.02
9475.2,13604,-52.506
8167,10891,-124.63
8720,12349,3.4258
9849.8,13727,103.72
9706.3,13452,-363.58
9302.9,13488,239.29
8729.1,12688,241.55
10741,13841,-243.62
10737,13801,-298.46
10747,13832,-308.56
8676.1,12499,73.97
10033,13627,-290.8
9557.2,13003,122.19
8217.6,10642,-308.68
8629.5,12681,-185.83
8153.5,11883,-195.97
9799.4,13145,-23.393
8589,12685,-43.207
8196.9,10729,-108.79
8580.1,12897,-23.876
9786.7,13162,-157.21
9831.4,13181,-173.65
10912,14838,-322.49
8566.9,11369,129.94
8444,10894,-263.83
10219,13440,-92.852
8332.5,10968,240.55
8669.6,12319,108.18
8304,10949,285.75
9733.6,13590,-369.69
9166,12705,17.777
8263.2,10642,-304.66
8143.7,11711,259.25
10362,13713,-137.43
10369,13723,-78.227
8181.1,10897,207.55
8335.4,11470,-336.34
9259.8,13458,-229.11
8094.2,11780,208.31
10285,13575,-195.82
8606.2,12098,228.32
8635.6,11839,217.24
9087.6,12852,-211.09
9105.4,12724,-178.06
9501.2,13577,-226.03
9506,13568,-256.55
8899.6,12444,144.09
8552.3,11576,290.32
9198,13148,-279.92
9160.1,13420,-165.08
9982.2,13606,-308.77
8446.5,10670,118.61
10295,13565,-235.58
8173.1,11191,-118.07
8630.9,12688,-180.72
8535.9,11315,-231.57
9165.3,13495,-35.72
9143.2,13388,-240.28
10069,13655,-151.61
8984.3,13115,-308.9
8159.2,10998,98.776
9831.1,13734,45.587
8193.9,11103,147.61
10869,14019,-269.42
10101,13672,-260.94
10114,13762,47.83
9537.8,13057,-144.57
8789.9,12687,-266.47
9132.6,13446,-41.054
8127,11797,66.4
8136.2,10789,-120.7
8559.1,12817,186.56
10693,13915,-268.93
10670,13914,-292.06
10649,13920,-219.03
10667,13913,-236.96
8564.7,12387,238.97
8892.6,12737,344.48
8397.7,10514,-91.429
8444.9,11082,202.93
8541.3,10984,-249.65
10784,13983,-232.45
8504.5,11402,335.01
10283,13574,-158.7
8174.1,11428,96.794
8635,11912,-304.94
8615,11902,-308.75
9401.7,13523,-144.69
9272.7,13506,73.339
8255,11458,-217.77
9045.1,12735,209.22
8269,12204,-135.04
10161,13428,110.88
8636.6,11114,65.679
8611.3,11102,113.19
10179,13403,122.82
8313.3,10941,-320.99
8498.8,11181,298.77
8605.8,11374,80.931
8129,11549,203.47
9096.4,12617,-85.843
10147,13628,189.83
10159,13625,200.84
8344.2,10465,-191.01
8320.6,11900,-246.29
8830.7,12511,-104.15
9959.7,13759,-65.349
9026.5,13297,160.52
9125.3,12959,131.52
9498.6,13582,-260.52
9213.9,12865,-8.3169
9512.5,13568,-265.8
8031.4,11087,131.3
8140.9,11114,-15.373
8672.8,12113,219.71
9961.3,13247,-163.03
8303.7,11179,272.23
8686.4,12503,187.77
8329.6,11201,257
8723.6,12534,220.16
8676.6,12447,-220.48
9854.1,13188,-144.99
8597.6,12603,-106.97
8971.7,13248,-131.2
10460,13714,-230.06
9473,13570,-194.22
8800.4,12483,-90.019
9539.9,13594,-244.85
9473.5,13548,-157.97
8215.3,10919,116.14
9159.2,13426,-163.64
8744.1,13058,97.537
10196,13374,-81.236
9182.5,13240,-316.81
10230,13452,-122.98
9266.4,13392,259.81
8353.7,12124,-330.22
8456.3,10617,0.32496
8654.8,12834,96.766
