x,y,z
22898,11060,-335.46
21806,10574,-330.84
21933,10572,-288.79
22255,10594,-233.61
23376,10983,-73.343
23377,10996,-35.577
21735,10498,-240.73
23058,11150,-257.73
22738,10696,-206.95
22424,11234,-100.38
21490,10792,-323.46
21574,10372,142.35
21634,10420,108.44
22808,11120,-357.76
22707,10788,-369.53
22056,10936,-267.81
22538,10726,201.33
22474,10732,-233.18
21217,10862,-45.74
21229,10820,-129.07
21196,10840,-136.57
22248,11181,-8.488
22170,11080,-307.33
21656,10323,39.69
21677,10402,-82.16
21213,10376,-291.24
24299,10980,-306.97
21853,10454,173.6
21910,10496,89.728
22696,10680,-307.96
21690,10433,164.42
20931,10511,-215.76
21321,10399,177.87
21186,10242,5.9445
21890,10895,-291.27
22698,10667,127.63
21000,10077,-158.65
21234,10270,260.88
22553,10594,189.29
21197,10144,146.05
20888,10497,-275.36
22673,10766,-228.56
21398,10272,83.024
21483,10334,124.33
23640,10954,-403.08
23554,10934,-430.66
22262,11113,128.98
22951,10841,249.89
23839,11010,-305.24
22152,10689,229.19
21286,10897,86.926
21278,10794,187.97
22622,11240,-278.31
21101,10540,-324.79
22884,11180,-235.35
23087,10887,27.455
22280,10711,-388.75
22154,10751,-351.49
22080,10751,-431.85
21668,10651,302.78
20873,10087,-206.83
21810,10530,-186.14
22359,10676,-235.83
21708,10914,121.03
21737,10864,301.27
21384,10827,184.37
22837,10805,244.28
21733,10613,-392.41
21611,10479,-301.45
21054,10560,191.97
22000,10642,-339.22
21011,10385,198.7
22189,11174,-4.2977
22448,10995,319.65
21851,11040,-6.3949
21720,11115,-124.9
23090,11063,156.93
23499,11009,-210.89
20784,10176,-359.1
20802,10153,-325.62
22985,11221,-365.42
22382,10601,-63.658
21597,10470,-126.32
21656,10394,-199.44
21540,10352,-105.81
21718,10992,181.09
24251,11044,-370.45
22920,10775,88.981
25117,10659,-325.91
21796,10904,232.48
22136,10618,-355.93
22504,10634,89.968
23049,10980,123.32
21358,10510,-386.37
22747,11261,42.222
21104,10650,-286.47
21306,10247,138.98
22920,11224,126.18
24224,11003,-328.41
21050,10117,-142.01
21710,10929,-277.18
21042,10163,-188.09
25143,10750,-322.96
20940,10156,-53.951
22255,11195,62.252
22037,10607,-315.31
21652,10650,-334.79
21390,10750,-331.87
23087,10778,-8.1237
22964,11244,-119.29
22890,11148,219.56
21639,10851,191.49
22122,10575,-260.19
21706,10863,247.33
22744,11014,-387.86
22878,11117,-304.06
22395,10682,-299.9
21648,10510,-240.5
21785,10636,-372.42
21750,10558,-323.53
21575,10429,-280.63
22125,10932,-373.11
22326,10666,-340.16
22438,10648,-255.94
22167,10483,-10.65
25111,10689,-261
20865,10325,-14.182
20785,10312,56.858
24968,10768,-391.73
22224,10651,188.22
22343,10965,319.26
21180,10189,57.99
21090,10111,-57.844
22100,11103,-208.65
22230,10620,114.68
21802,10855,301.16
22020,10588,-394.03
23841,11058,-302.58
21641,10487,-300.56
22736,10697,-280.98
22354,11022,233.24
21143,10324,-430.27
22321,10806,-424.78
21420,10590,301.72
21214,10834,-113.54
21373,10743,-373.9
20987,10469,-315.37
22690,11016,229.38
21127,10790,-79.168
21541,10957,-89.098
22492,11162,89.147
22497,11205,114.66
22834,11208,-131.81
22841,10744,-20.878
21475,10599,-361.58
21048,10279,-36.003
22280,10873,389.15
22033,10571,-265.73
21591,10940,120.59
21424,10574,359.15
22932,10753,-8.5795
24369,11003,-267.24
24288,10979,-259.04
22621,11248,-315.98
22193,11130,156.79
21808,10541,-337.76
25289,10566,-342.13
22706,10694,170.59
21022,10411,190.23
21049,10488,210.56
21247,10222,-37.468
24266,11059,-327.06
21864,10902,234.02
24122,11037,-355.82
24178,11040,-287.86
20830,10084,-231.74
23933,11038,-379.2
21382,10669,-167.67
22838,11139,-356.56
21621,10621,-344.28
24341,11017,-287.94
22651,10753,104.38
23124,11132,-10.98
21280,10300,-50.533
21004,10263,92.645
21487,10618,-402.08
22256,11173,233.92
22050,11093,14.117
24330,10956,-163.41
23221,10931,-42.411
24337,10983,-338.17
23188,10901,-124.5
21097,10763,-106.8
21271,10792,-231.55
20841,10098,-110
21741,10453,-259.92
21756,10464,-277.77
22293,10907,412.5
22502,11001,344.52
22349,10854,299.13
21760,10957,168.49
22230,10904,352.89
22226,10587,-37.803
24075,11077,-358.11
22000,10998,196.16
21804,10634,267.76
22759,11245,106.79
23664,11024,-227.32
22381,11132,195.35
24867,10846,-263.43
21611,10966,43.003
20832,10084,-202.05
21635,10409,-216.77
21886,10780,350.86
21439,10862,161.67
23145,10853,-3.4443
21478,10887,152.07
21262,10838,-77.549
21202,10800,-147.23
24291,10917,-247.13
24340,11005,-333.8
21455,10881,-7.6689
24316,10866,-225.98
21317,10875,-103.07
20905,10192,-47.535
24320,11002,-327.68
24290,10981,-325.99
24981,10750,-261.85
21769,11003,-272.95
21779,10990,-293.37
24158,11021,-410.76
23929,11026,-291.51
21058,10285,171.26
22366,10835,-401.34
24260,10950,-274.23
22573,10965,-460.62
25081,10718,-297.01
23106,11058,-304.27
22294,10978,-380.49
22916,11177,-283.55
20755,10170,-150.09
24775,10801,-313.54
22691,10777,-280.18
22288,10714,61.168
21030,10397,-415.23
21026,10562,-231.43
24345,10961,-273.26
24352,11049,-383.44
24304,10979,-258.85
25046,10762,-259.64
21064,10158,13.726
22473,11241,-119.52
24330,11011,-318.94
21118,10666,69.969
21222,10560,242.92
21278,10231,-204.99
24429,10955,-307.25
22233,10677,-163.98
23156,10886,104.34
21493,10865,123.41
22668,11279,-64.692
23106,11169,-33.743
21306,10761,201.09
20864,10389,-296.4
21689,10439,-253.56
21988,10505,-26.037
22928,10964,-352.72
22337,11051,-327.95
21419,10849,108.58
21098,10744,-217.01
24336,11013,-323.66
24329,11023,-322.37
24356,11009,-322.62
21320,10244,-96.452
23094,10931,-236.35
21501,10388,-271.64
22105,11108,124.93
22433,10742,124.34
24319,10959,-336.51
24258,11000,-269.35
21396,10608,-403.07
21318,10265,107.44
22833,10801,201.42
23141,10794,-50.084
21773,10449,-271.84
21457,10553,-356.04
21454,10474,-364.62
21942,10890,262.92
23153,10831,-166.56
22800,10979,323.85
21598,10765,323.39
21679,10843,239.61
22810,11012,-380.87
24633,10909,-311.3
22082,10814,-388.83
22099,10638,-192.57
23102,10785,-129.5
21511,10719,-432.76
21474,10896,-194.48
21332,10282,-261.48
21315,10296,102.7
21342,10242,41.871
22799,11280,100.61
22851,11179,-349.49
21074,10612,3.6139
21878,10563,-278.6
21234,10383,-300.53
21585,10427,-113.45
21214,10389,-336.3
21097,10255,202.58
22916,11223,-433.73
21490,10785,-334.23
21480,10878,214.89
21590,10938,264.31
22067,10900,-386.23
21772,11001,-20.977
22259,10587,-338
22145,11133,-179.37
22181,11168,-211.87
22150,11127,-164.72
22156,11135,-198.22
22145,11115,-173.4
22131,11143,-177.64
25030,10778,-335.84
22142,11143,-192.51
22121,11131,-138.96
22152,11136,-157.33
22163,11147,-163.23
22136,11150,-154.83
21259,10223,154.44
21381,10271,168.78
23896,11018,-301.8
20754,10388,-163.15
22240,11134,160.77
21171,10638,196.61
20765,10208,-255.28
20819,10175,-154.21
25464,10612,-275.45
23728,11112,-253.22
21734,10668,-329.25
23542,11129,-181.71
21239,10334,-52.913
21663,10991,-413.29
24226,11061,-349.09
21266,10595,-327.27
21198,10362,-420.13
22326,11047,168.55
22982,11056,233.1
21646,10983,-144.61
23073,11151,74.807
21791,11022,-26.502
21007,10663,-153.71
20963,10608,-102.63
23186,10980,92.661
22278,10763,337.93
21266,10226,-101.53
21642,10613,-468.8
22900,10876,236.15
22454,11115,199.57
22743,11041,-160.74
21103,10751,20.864
21832,10923,-307.66
21858,10935,-291.5
22337,11045,283.9
21497,10721,-420.27
23768,10951,-150.89
24556,10891,-283.16
21396,10670,-340.26
23014,10997,-312.24
22633,10749,244.89
22703,11090,-344.91
22504,10763,-387.64
22521,10806,-338.25
22808,10819,-299.61
21845,11033,-242.04
20895,10207,-398.07
21192,10432,-334.32
21473,10601,343.51
21499,10591,371.99
23513,11048,-300.62
21546,10776,-349.22
22118,10600,-176.19
23274,11115,27.786
23292,11073,-74.037
21860,10882,-354.27
24666,10946,-343.37
22066,10633,-289.8
22001,10578,-293.51
23619,11092,-178.44
22771,11218,-270.46
21138,10649,216.48
23011,11197,-28.678
21047,10655,-148.12
21517,10371,-44.43
20992,10646,-153.62
20996,10657,-153.39
21165,10707,-223.14
21482,10711,-381.36
24639,10901,-324.65
21793,10789,218.99
21319,10824,-202.13
22285,11064,-320.93
22553,10694,-243.08
22205,10705,-105.85
22455,10831,341.39
24105,11066,-353.55
21038,10648,-71.229
20985,10642,-157.46
21796,10727,-312.74
21658,10839,239.3
21466,10887,168.16
22603,10886,33.141
21885,10537,-277.25
21400,10513,286.97
24222,11076,-330.73
24112,11069,-330.67
21632,10935,-213.35
21740,10449,-257.54
20798,10126,-207.11
21756,10742,-418.14
21070,10567,239.37
20902,10109,-336.98
23309,11079,-9.8951
21219,10273,-271.73
21226,10842,-86.378
22024,10649,219.95
22156,10783,-340.82
21979,10777,-414.06
20885,10518,-23.139
22981,11221,-136.23
21112,10575,-138.92
21890,10670,278.28
21385,10833,-282.82
21911,10969,-276.03
21162,10718,-227.15
21111,10685,-173.57
23173,10945,-179.11
21483,10652,383.66
22275,10565,-33.522
22779,11148,-349.2
22531,10978,-402.32
21198,10470,-341.4
21184,10843,-79.084
25168,10712,-352.1
25126,10733,-311
21640,10921,109.02
21619,10942,146.57
21849,11087,-257.96
21578,10973,-102.47
21495,10742,-387.85
22549,10694,115.85
22364,10620,-123.78
22321,11179,-38.925
22165,11062,-297.19
22158,11116,-271.23
22967,11161,-132.34
21944,10562,-33.032
22954,11219,-115.06
23175,10813,-257.2
23977,11036,-285.18
21416,10680,-331.02
22145,10575,-273.12
24775,10942,-332.9
22150,10547,-316.33
21169,10202,91.46
22462,11236,52.23
21204,10824,-109.24
21809,10438,2.2284
21471,10973,-471.69
22841,10875,-310.03
22749,10750,-114.83
22821,10808,196.4
25163,10743,-357.21
23031,10811,-100.97
21404,10597,192.89
21154,10234,242
22688,10842,-377.87
22471,11163,-256.91
23096,10873,-181.87
22775,10990,-368.97
21924,10916,115.9
21267,10409,347.16
24314,11037,-324.15
23484,11073,-145.64
21342,10322,167.53
22969,11239,-125.11
22944,11172,-76.937
21409,10371,-290.63
21092,10192,102.59
21440,10370,-285.25
21415,10379,-298.84
21395,10357,-292.27
21820,10492,17.848
22822,11260,-248.9
21531,10717,-334.9
21275,10572,-435.24
21263,10597,-413.96
21750,10886,134.52
25495,10589,-297.89
25522,10527,-374.41
21137,10621,205.63
21107,10695,-291.09
21113,10250,179.29
22552,10701,-146.07
21232,10753,119.53
21772,10964,53.343
21636,10722,-331.91
22387,10610,-196.36
22109,10584,-314.53
21334,10247,-1.0124
21317,10442,247.57
21131,10211,-156.01
22653,10980,-428.76
21243,10520,385.45
22602,11030,-398.64
21006,10182,-286.16
21979,10527,-281.32
21131,10596,6.4165
21312,10538,-432.38
21347,10596,-368.06
21215,10713,241.44
22133,11077,-352.77
21585,10911,-229.26
20870,10548,18.39
20975,10583,35.817
22032,10539,177.39
22813,11094,-360.64
22803,11078,-389.38
21058,10703,-198.08
22797,11074,-371.87
22805,11074,-434.52
22533,11031,255.71
21995,10754,-345.83
21066,10239,-495.16
21047,10232,-318.68
24725,10904,-355.89
21395,10757,321.54
22683,11290,-89.216
20909,10508,-72.405
22341,10971,-323.61
20901,10533,-74.046
20869,10499,-34.923
20846,10547,-36.476
22256,10696,-399.37
22990,10769,-165.22
21046,10436,228.44
22100,11104,94.904
21513,10648,-149.53
25094,10785,-324.24
21427,10559,321.32
21515,10834,197.28
21578,10620,377.26
22584,11191,164.39
21552,10842,-92.866
21063,10671,-113.16
22869,11236,-172.9
21554,10841,-332.57
20887,10370,-214.76
22270,11185,72.535
22577,11173,-320.28
21364,10242,-0.20493
21363,10268,-3.9101
21197,10185,-212.83
22462,10868,-260.81
21393,10907,-23.164
21490,10684,-341.11
21262,10881,-36.221
22991,10835,-298.57
21251,10214,-149.26
21291,10232,60.071
22664,11210,-168.91
25575,10562,-328.57
20927,10422,-402.16
21473,10316,-170.03
24151,11001,-335.47
25156,10736,-272.35
22423,11146,344.26
21344,10669,-415.07
21642,10732,-375.9
23028,10840,156.79
21304,10261,-305.73
21045,10686,-119.84
22077,10636,197.08
21627,11066,-280
23025,10774,-201.83
23776,11005,-312.11
21389,10356,158.17
21167,10331,214.54
20984,10471,144.68
20901,10479,-3.7956
22389,10634,-71.563
24773,10863,-305.68
22458,10827,357.57
22409,10874,264.35
20926,10498,-287.76
21912,10497,69.299
22637,10698,-234.48
21815,10729,-368.12
21839,10704,-354.29
22163,10791,-358.6
21336,10271,-13.405
22966,10811,-296.28
22578,10615,77.956
22153,11099,6.9123
21606,10776,-394.06
21126,10094,-92.45
20919,10101,-165.21
22538,11148,-306.78
22578,11213,-187.72
22556,11223,-212.7
24305,10911,-330.14
21139,10596,255.42
22972,11117,-134.79
23033,10958,-238.16
24722,10832,-296.24
22379,10945,-53.857
22028,11101,54.085
21445,10390,-135.75
21709,11105,-300.49
22203,10589,-252.73
21455,10736,-345.55
22380,10717,-318.16
22337,11199,147.65
21063,10103,-140.08
22362,10643,219.41
22050,10549,-108.59
24050,11038,-351.88
21852,10493,-99.802
25068,10753,-352.59
22742,10713,207.85
21079,10670,150.77
21648,10639,-346.67
21644,10637,-458.11
22250,10783,280.55
21261,10480,316.95
21443,10485,309.85
22937,11027,-335.28
20823,10330,-342.67
21675,10818,320.31
23080,11044,153.76
21792,10467,-304.66
21355,10268,-101.09
21285,10832,141.16
20989,10276,-357.02
22285,11011,-330.79
25583,10587,-316.36
20780,10335,-132.17
24452,10936,-308.44
22419,11097,-300.65
21766,10651,254.32
21334,10902,112.3
21215,10752,170.38
21686,10568,-352.54
21571,10620,-330.47
21060,10174,-296.44
21299,10330,-129.23
22889,10986,-282.42
22801,11078,-385.42
22634,11142,-429.37
22680,11145,-302.17
23106,11098,116.16
23215,10981,80.014
22004,11122,136.1
22405,11020,339.73
25374,10667,-317.05
22388,11066,392.31
22416,11102,385.72
22399,11074,359.6
23902,11033,-344.79
24941,10771,-333.37
21051,10345,203.36
23050,11250,-41.191
21229,10198,20.545
21221,10300,256.76
21326,10595,-390.6
21768,10528,282.55
21671,11083,-117.89
22775,11233,103.77
23071,10950,134.49
22465,10607,32.302
22820,10721,5.813
21205,10585,241.73
22887,11154,-329.62
22113,10660,262.37
22935,11186,-269.3
21974,10586,-280.69
22066,10685,-357.12
22062,10869,-363.28
22068,10831,-365.41
24630,10922,-341.56
22119,10672,153.85
22481,10870,-456.8
21470,10587,-416.2
22031,10901,-403.73
22416,10906,-299.27
21811,10657,-354.93
22085,10959,383.03
23733,11055,-358.47
23917,11053,-420.14
21145,10729,8.2432
20987,10624,-123.9
21003,10649,-131.52
21004,10629,-165.11
20983,10602,-154.28
23116,11024,121.1
21180,10779,-234.79
24341,10969,-339.66
22754,11221,104.2
21607,10483,-336.08
25662,10532,-391.91
21808,10972,182.88
22985,11175,-58.42
25160,10758,-303.84
25158,10744,-327.44
22383,11210,-44.969
21800,10950,295.77
21537,10876,-77.472
21714,10653,329.12
22942,11122,-295.3
21763,10696,301.76
20956,10494,-308.05
20931,10500,-273.01
21649,10431,-180.33
20991,10643,-166.09
21498,10365,61.942
20996,10604,-157.19
25119,10737,-386.52
21231,10286,167.2
22786,11015,-403.01
22817,10766,-401.1
22293,11121,-248.03
21132,10619,-329.1
23617,10994,-266.24
22063,10506,-191.21
22082,10572,-193.99
22075,10555,-189.26
22645,11136,216.7
22445,11228,-222.75
22918,11148,-117.77
21647,10752,-244.47
24038,11002,-337.26
21105,10574,222.88
24572,10888,-318.76
24569,10908,-306.6
21005,10630,-137.28
21021,10641,-160.35
21019,10618,-105.63
22211,10725,-123.43
21066,10639,-150.08
21011,10674,-181.74
22314,10614,71.255
21595,10644,-370.27
22407,10732,-322.67
22605,10902,-403.97
22556,10936,-409.59
20844,10473,54.451
22731,11168,3.0084
21845,10972,174.54
21293,10473,275.73
21166,10683,195.46
22714,11192,-279.46
22520,10765,355.12
25397,10643,-191.23
22505,11184,84.017
24432,11016,-334.95
22447,11035,257.3
21902,10671,356.35
25006,10766,-273.87
22399,11056,372.89
21698,10647,324.84
21610,10697,283.6
22309,10970,-404.17
22592,11104,-281.97
22224,11202,-2.6622
21250,10281,142.11
22842,10908,-338.03
22582,11130,252.88
23508,11064,-254.55
21199,10733,-437.98
21419,10417,227.86
22516,10890,358.31
22508,10877,323.91
22522,10897,396.75
22480,10866,376.56
22497,10925,291.14
22445,10750,-339.52
25039,10759,-348.4
21129,10797,-18.374
21491,10545,-390.69
21494,10618,-407.76
21098,10296,245.31
21293,10811,14.411
20759,10149,-165.98
20730,10156,-151.54
20767,10165,-154.81
20978,10580,-148.98
20998,10631,-142.51
20885,10447,136.19
21488,10712,-351.81
24159,11048,-433.07
24085,11075,-337.79
21724,11022,-186.5
22459,11022,240.31
21127,10338,-345.7
22218,11113,-239.3
21227,10550,-328.14
25310,10656,-260.82
23062,11178,-196.76
23012,11179,-211.2
20821,10191,-237.1
21182,10652,170.8
20970,10132,-161.71
22568,10857,-357.03
21754,10741,141.05
23125,10842,-48.319
22620,11238,-288.19
24826,10819,-299.59
24815,10822,-312.13
22875,11251,26.107
22609,10656,30.28
22856,10914,-264.99
22976,10839,-309.57
22970,10836,-277.5
21114,10499,-386.66
22987,10837,-286.33
22989,10830,-281.25
22990,10808,-317.67
22983,10825,-261.53
21155,10777,145.92
20931,10510,-267.94
21021,10254,-399.32
21165,10314,25.418
20979,10577,-6.3406
21383,10340,126.68
23367,10988,-70.849
21002,10631,-138.98
21035,10666,-161.69
23001,10764,-145.64
22791,11271,51.657
21291,10233,-151.22
21369,10428,-301.78
21385,10431,-359.68
21091,10699,-113.52
20939,10276,-396.34
20956,10284,-439.24
23770,10951,-459.59
22321,10647,-299.32
22207,10556,-126.78
20857,10230,-8.1244
21611,10407,-220.21
21962,11045,43.6
21657,10959,21.278
23071,10874,-243.77
23185,11107,-132.85
21079,10262,-371.04
22322,11022,292.85
21957,10519,-238.14
21914,10546,-265.73
22959,10983,-305
22820,11052,-272.35
21391,10506,-316.26
22049,11017,317.48
21482,10935,-81.401
21813,10473,-27.243
21211,10209,-267.56
21503,10690,-346.72
22867,11233,-196.58
21551,10678,-412.5
21216,10226,-258.38
22712,10709,137.08
21677,11012,8.8225
21352,10656,312.55
21287,10524,245.02
21884,10463,144.48
21213,10614,-358.23
21360,10676,177.86
22186,10521,141.45
22092,10549,235.09
22788,10739,196.23
24472,10961,-355.48
23077,11095,-113.1
21200,10803,154.61
21230,10261,-314.33
20788,10159,-222.05
20766,10184,-221.58
20919,10472,130.9
21147,10610,-309.82
22739,11099,297.93
20764,10178,-248.3
25452,10659,-344.16
21499,10458,173.58
22000,10574,139.95
21703,10816,229.46
22117,11164,-72.404
20904,10387,43.558
22855,10724,-139.79
22731,10798,227.6
25332,10690,-355.52
21226,10520,246.56
21716,10678,253.89
24992,10734,-264.19
24526,10911,-296.43
21845,10932,-320.01
23992,11001,-306.49
21177,10583,-412.63
21162,10692,96.977
21193,10643,134.62
21560,10911,-276.34
21278,10671,-366.26
21336,10668,-354.59
20962,10122,-14.709
21401,10577,321.62
22789,10732,-11.557
25353,10650,-252.48
22047,10554,-293
22662,10719,197.03
22581,10961,384.82
22396,11214,13.609
21833,11009,-162
22041,10833,-423.17
22265,10701,-322.07
21428,10359,185.87
21909,10515,-36.289
21986,10666,-361.85
21251,10527,-350.59
22289,11183,49.071
22133,10537,13.509
21428,10565,-360.5
21315,10790,-254.57
24578,10904,-326.6
21978,10994,276.14
21461,10736,-330.95
20842,10355,-300.34
24944,10725,-277.12
24944,10728,-287.25
22696,10796,163.84
23971,10985,-389.89
21931,11056,-258.65
22714,11022,-317.78
22629,11092,-399.36
22459,10851,347.74
23727,11065,-308.07
21886,11017,-233.85
22787,11130,-130.72
22015,10565,-333.71
22396,10672,174.4
22396,10669,216.02
21268,10513,-377.33
21842,11001,-8.2348
25267,10680,-229.77
22618,11215,-214.43
22491,11095,183.52
21215,10882,-39.419
21188,10245,115.02
21692,10505,-204.96
21816,10543,-334.42
21428,10427,314.65
22853,10966,291.28
21157,10642,-304.87
22438,10832,-377.44
22826,10769,153.49
21425,10860,75.592
23106,10960,-267.15
21788,10971,-265.62
21957,11063,87.298
22613,10829,-375.63
22629,10796,-402.84
22662,10794,-385.36
22625,10809,-404.98
22667,10834,-390.28
22257,10968,-406.54
22187,11001,-342.79
22557,10901,328.32
21282,10690,-245.64
23017,11196,28.214
23124,10925,-277.74
21523,10600,304.04
21558,10592,416.28
22398,10677,-333.54
20931,10259,-383.07
21482,10589,-437.65
22255,11192,-27.504
21413,10312,97.739
20932,10085,-289.16
21722,11101,-307.5
22328,10698,-366.64
22168,10974,-329.03
22162,11095,-241.4
22468,10688,32.976
24049,11090,-304.75
24117,11017,-331.05
22320,11125,-307.96
22848,11171,42.365
21921,10871,-300.11
20766,10170,-200.81
21902,10644,-342.27
20767,10187,-249.1
20739,10158,-206.23
20758,10164,-227.09
20693,10156,-152.41
20759,10156,-220.65
20757,10161,-215.66
20780,10184,-210.01
20769,10186,-258.08
24599,10906,-350.07
22045,11064,-173.89
22906,10896,-281.71
22682,10674,-240.86
23405,11092,-153.84
22614,10935,-341.34
22424,11239,138.67
25620,10509,-457.67
21820,10941,-286.44
22159,11037,-315.46
21357,10882,-180.64
20774,10194,-163.43
24697,10883,-361.24
22762,10997,184.95
20778,10176,-275.53
20697,10163,-153.35
22426,10742,243.54
22879,11107,-372.59
23231,10918,-34.983
21187,10230,157.15
22255,10686,-259.78
22661,10745,-283.34
21902,10998,78.931
21752,10988,138.69
21198,10192,-164.93
21362,10300,249.23
21255,10572,-405.21
21263,10583,-400.6
23184,11021,-218.61
23835,11013,-338.05
21051,10459,-318.01
21068,10238,-354.34
25102,10629,-275.03
21891,10547,-270.16
22032,10462,-94.872
22099,10562,-247.28
23066,11115,125.48
21432,10411,277.58
24558,10905,-292.49
22880,11187,-205.29
20901,10553,127.31
21030,10386,-274.49
21287,10285,-254.25
21926,11073,161.12
22825,11168,45.113
20880,10532,-76.911
21795,10727,411.63
21161,10700,241.8
21277,10775,246.73
20790,10398,210.16
24619,10874,-329.35
22118,10814,-404.9
23269,11058,-436.44
21592,10672,273.34
21764,10535,-313.56
21537,10668,-387.27
22005,10781,-313.69
21864,10738,-380.42
21988,10631,-443.6
21061,10247,-389.65
21043,10275,-342.35
21088,10257,-350.54
21075,10282,-369.03
22693,10807,-466.02
21123,10252,-429.83
22747,10877,-323.95
21637,10496,146.15
21934,10572,-266.69
22409,10645,-162.29
20751,10153,-175
20766,10164,-198.9
21435,10854,-264.21
22176,10557,-84.343
22229,10578,-143.92
22996,10956,-346.51
22603,11255,50.966
22637,11294,-160.83
20934,10492,110.29
22976,11217,-123.53
23096,10936,195.81
21405,10309,-242.25
22957,10792,-114.18
22677,11136,-320.25
21723,11112,-357.49
22955,10892,-389.63
22824,10889,-316.83
22198,10620,-119.79
20911,10318,97.714
22649,11199,193.21
20721,10171,-162.28
22747,11045,363.11
22238,11116,48.313
21278,10805,208.27
21237,10814,134.76
23774,11013,-378.13
23835,11070,-235.5
20737,10155,-155.71
20764,10162,-239.8
20740,10172,-263.02
20719,10114,-261.5
20764,10145,-216.6
20763,10178,-231.73
23101,10893,-293.87
21920,10657,-363.9
21715,10616,227.22
21785,10475,-236.29
23043,10840,-273.72
22700,11186,253.82
23886,11017,-289.88
23222,10888,58.416
22865,11223,-144.88
23132,11113,102.35
21146,10362,-360.71
21107,10204,69.96
21712,10686,431.09
21113,10738,-229.5
22629,10786,-264.26
21310,10827,138.16
21448,10497,-416.68
22186,10734,147.59
22529,10735,-349.87
21055,10224,128.89
22547,10710,-307.33
22972,11083,223.38
21387,10367,36.73
21292,10282,-15.612
20747,10176,-242.37
20753,10166,-179.45
22035,10534,-63.589
22013,10524,-84.409
21744,10982,-165.68
21229,10601,-418.28
21752,10996,57.05
22051,10825,351.3
21265,10363,258.09
22316,11204,-16.952
21226,10226,-142.94
21027,10233,-469.7
21798,10626,-351.18
21303,10311,34.753
20799,10139,-9.4691
23631,11078,-168.78
21448,10495,254.51
22140,10467,35.41
21920,10487,-45.749
24070,10996,-367.84
25036,10795,-370.08
24884,10859,-254.58
21694,10410,-110.78
21237,10245,66.592
22849,11074,219.82
21602,10661,-344.02
21839,10730,-360.9
22804,10981,-412.49
20977,10487,-111.29
21562,10652,-366.41
22980,11085,-7.9934
25150,10767,-344.43
21921,10670,-354.93
22224,11012,-293.33
22787,11198,-405.04
22754,10761,159.2
22581,10877,-443.85
22239,10646,-294.75
22428,10624,-92.649
22812,10785,149.85
22672,10731,136.56
20752,10154,-172.37
22408,10719,-265.59
20766,10168,-219.32
21835,10710,-313.26
23009,10851,-250.2
24786,10847,-278.21
24747,10847,-263.36
21400,10314,-233.83
22462,10986,-411.04
22473,11001,-377.4
25182,10747,-331.24
21463,10931,-175.54
21959,10714,335.08
21934,11065,232.45
21003,10122,-26.431
21625,10425,-212.72
21640,10406,-174.51
21699,10415,-148.44
22340,10944,-431.5
21262,10656,264.41
21913,10940,97.285
21890,10932,193.23
20803,10183,-208.47
22204,11051,72.302
20731,10153,-253.51
20767,10185,-262.24
20749,10168,-198.74
22325,10781,325.28
21151,10754,39.46
23915,10926,-322.84
23115,10897,-224.29
21033,10140,86.88
21357,10721,-296.84
22964,10743,-191.06
22124,10929,262.8
22414,10639,-117.94
21575,10981,-94.408
21671,10555,-406.39
20783,10188,-285.1
20777,10174,-213.83
21984,10671,270.96
20766,10172,-256.29
21990,10663,282.16
20771,10178,-256.28
20755,10174,-257.02
21988,10671,293.52
21917,10773,-302.95
20770,10160,-235.64
20741,10167,-190.93
22933,11084,-305.67
21734,10845,263.67
22076,10718,-194.59
22270,11094,178.08
23768,10971,-403.61
22447,11095,-118.91
23903,10970,-456.97
23791,10989,-355.22
21311,10512,385.19
21882,10541,-287.65
20904,10531,28.53
21969,10976,243.81
21531,10641,-422
22524,10771,-350.09
22522,10756,-385.19
22511,10755,-358.78
21253,10799,80.001
22559,10811,-390.32
21084,10244,8.4863
22528,10749,-390.86
21966,10561,-225.86
21892,10550,-285.11
25265,10676,-65.152
22974,11058,271.87
22992,11118,154.87
22670,11005,366.58
21600,10621,309.39
21606,10631,251.83
21569,10620,314.2
21581,10671,274.27
23645,11047,-164.66
21539,10581,324.75
22783,10956,-425.89
22368,10591,71.579
22828,11111,-248.01
22952,11153,-11.422
21705,10872,-282.33
21674,10943,-325.55
22782,10967,-412.87
22336,10652,-264.26
21825,10900,229.51
22110,11013,-298.79
22632,11240,-26.192
22676,10787,-284.56
21881,10490,-6.6067
21869,10503,19.842
20973,10614,-135.99
24268,11019,-324.68
20801,10140,-166.75
20817,10248,-275.87
24798,10874,-377.42
20752,10132,-220.07
20753,10145,-220.34
21387,10660,318.71
21544,10417,-92.755
21639,10472,-341.92
22759,10922,-428.46
21521,10796,351.75
20718,10164,-241.36
20767,10164,-244.37
20748,10177,-169.3
20769,10171,-240.6
21259,10366,101.32
22642,10986,281.91
21363,10760,-67.483
20780,10204,-147.39
20773,10172,-172.08
20783,10165,-219.94
22910,11266,-60.887
22884,11237,-49.438
21119,10497,267.28
22141,11020,-333.72
22177,10911,-397.78
20983,10467,194.22
21207,10837,-107.67
23391,11018,-146.15
23465,11043,-40.873
22861,11033,-329.01
21115,10615,279.78
22761,10975,-368.82
21986,10694,303.36
21983,10687,272.44
22022,10652,285.95
22076,10623,193.79
21532,10391,-341.02
20994,10449,185.65
21367,10876,-42.4
